"Título de trazado: 1296588"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 1296588, SEN S/N: 1296588)","Intensidad, lux (LGR S/N: 1296588, SEN S/N: 1296588)","Batería mala (LGR S/N: 1296588)","Final de archivo (LGR S/N: 1296588)"
688,12/18/14 09:00:00 PM,23.869,0.0,,
689,12/18/14 11:00:00 PM,23.388,0.0,,
690,12/19/14 01:00:00 AM,23.100,0.0,,
691,12/19/14 03:00:00 AM,22.812,0.0,,
692,12/19/14 05:00:00 AM,22.525,0.0,,
693,12/19/14 07:00:00 AM,22.238,0.0,,
694,12/19/14 09:00:00 AM,22.238,1550.0,,
695,12/19/14 11:00:00 AM,23.196,5166.7,,
696,12/19/14 01:00:00 PM,25.222,4133.4,,
697,12/19/14 03:00:00 PM,25.125,2497.2,,
698,12/19/14 05:00:00 PM,25.222,2755.6,,
699,12/19/14 07:00:00 PM,24.835,0.0,,
700,12/19/14 09:00:00 PM,24.641,0.0,,
701,12/19/14 11:00:00 PM,24.255,0.0,,
702,12/20/14 01:00:00 AM,23.869,0.0,,
703,12/20/14 03:00:00 AM,23.581,0.0,,
704,12/20/14 05:00:00 AM,23.388,0.0,,
705,12/20/14 07:00:00 AM,23.292,0.0,,
706,12/20/14 09:00:00 AM,23.292,2152.8,,
707,12/20/14 11:00:00 AM,23.966,5166.7,,
708,12/20/14 01:00:00 PM,25.513,5338.9,,
709,12/20/14 03:00:00 PM,25.708,4477.8,,
710,12/20/14 05:00:00 PM,25.416,1463.9,,
711,12/20/14 07:00:00 PM,25.125,0.0,,
712,12/20/14 09:00:00 PM,24.835,0.0,,
713,12/20/14 11:00:00 PM,24.545,0.0,,
714,12/21/14 01:00:00 AM,24.158,0.0,,
715,12/21/14 03:00:00 AM,24.062,0.0,,
716,12/21/14 05:00:00 AM,23.773,0.0,,
717,12/21/14 07:00:00 AM,23.388,0.0,,
718,12/21/14 09:00:00 AM,23.388,1377.8,,
719,12/21/14 11:00:00 AM,23.966,2669.5,,
720,12/21/14 01:00:00 PM,25.222,3788.9,,
721,12/21/14 03:00:00 PM,25.319,3961.1,,
722,12/21/14 05:00:00 PM,25.222,764.2,,
723,12/21/14 07:00:00 PM,24.931,0.0,,
724,12/21/14 09:00:00 PM,24.835,0.0,,
725,12/21/14 11:00:00 PM,24.448,0.0,,
726,12/22/14 01:00:00 AM,24.158,0.0,,
727,12/22/14 03:00:00 AM,23.966,0.0,,
728,12/22/14 05:00:00 AM,23.677,0.0,,
729,12/22/14 07:00:00 AM,23.388,0.0,,
730,12/22/14 09:00:00 AM,23.388,1119.5,,
731,12/22/14 11:00:00 AM,23.966,3788.9,,
732,12/22/14 01:00:00 PM,25.319,3788.9,,
733,12/22/14 03:00:00 PM,25.416,3444.5,,
734,12/22/14 05:00:00 PM,25.513,979.5,,
735,12/22/14 07:00:00 PM,25.222,0.0,,
736,12/22/14 09:00:00 PM,24.931,0.0,,
737,12/22/14 11:00:00 PM,24.931,0.0,,
738,12/23/14 01:00:00 AM,24.738,0.0,,
739,12/23/14 03:00:00 AM,24.448,0.0,,
740,12/23/14 05:00:00 AM,24.062,0.0,,
741,12/23/14 07:00:00 AM,23.677,0.0,,
742,12/23/14 09:00:00 AM,23.581,1550.0,,
743,12/23/14 11:00:00 AM,24.158,4994.5,,
744,12/23/14 01:00:00 PM,25.708,5166.7,,
745,12/23/14 03:00:00 PM,26.390,4650.0,,
746,12/23/14 05:00:00 PM,26.879,1345.5,,
747,12/23/14 07:00:00 PM,27.173,0.0,,
748,12/23/14 09:00:00 PM,27.370,0.0,,
749,12/23/14 11:00:00 PM,27.272,0.0,,
750,12/24/14 01:00:00 AM,27.075,0.0,,
751,12/24/14 03:00:00 AM,26.879,0.0,,
752,12/24/14 05:00:00 AM,26.683,0.0,,
753,12/24/14 07:00:00 AM,26.195,0.0,,
754,12/24/14 09:00:00 AM,26.488,3961.1,,
755,12/24/14 11:00:00 AM,26.097,667.4,,
756,12/24/14 01:00:00 PM,25.416,1119.5,,
757,12/24/14 03:00:00 PM,24.738,366.0,,
758,12/24/14 05:00:00 PM,24.448,215.3,,
759,12/24/14 07:00:00 PM,23.773,0.0,,
760,12/24/14 09:00:00 PM,23.773,0.0,,
761,12/24/14 11:00:00 PM,23.388,0.0,,
762,12/25/14 01:00:00 AM,23.196,0.0,,
763,12/25/14 03:00:00 AM,23.196,0.0,,
764,12/25/14 05:00:00 AM,23.196,0.0,,
765,12/25/14 07:00:00 AM,23.004,0.0,,
766,12/25/14 09:00:00 AM,23.004,1173.3,,
767,12/25/14 11:00:00 AM,23.292,1151.7,,
768,12/25/14 01:00:00 PM,23.966,4305.6,,
769,12/25/14 03:00:00 PM,24.158,4133.4,,
770,12/25/14 05:00:00 PM,24.062,2927.8,,
771,12/25/14 07:00:00 PM,23.966,0.0,,
772,12/25/14 09:00:00 PM,23.966,0.0,,
773,12/25/14 11:00:00 PM,23.677,0.0,,
774,12/26/14 01:00:00 AM,23.677,0.0,,
775,12/26/14 03:00:00 AM,23.484,0.0,,
776,12/26/14 05:00:00 AM,23.388,0.0,,
777,12/26/14 07:00:00 AM,23.196,0.0,,
778,12/26/14 09:00:00 AM,23.388,1205.6,,
779,12/26/14 11:00:00 AM,24.062,4994.5,,
780,12/26/14 01:00:00 PM,25.125,3100.0,,
781,12/26/14 03:00:00 PM,25.513,2497.2,,
782,12/26/14 05:00:00 PM,25.708,1722.2,,
783,12/26/14 07:00:00 PM,25.708,0.0,,
784,12/26/14 09:00:00 PM,25.513,0.0,,
785,12/26/14 11:00:00 PM,25.222,0.0,,
786,12/27/14 01:00:00 AM,24.931,0.0,,
787,12/27/14 03:00:00 AM,24.545,0.0,,
788,12/27/14 05:00:00 AM,24.351,0.0,,
789,12/27/14 07:00:00 AM,24.158,0.0,,
790,12/27/14 09:00:00 AM,23.966,925.7,,
791,12/27/14 11:00:00 AM,24.835,3788.9,,
792,12/27/14 01:00:00 PM,25.805,5166.7,,
793,12/27/14 03:00:00 PM,26.292,3272.2,,
794,12/27/14 05:00:00 PM,26.781,1087.2,,
795,12/27/14 07:00:00 PM,26.977,0.0,,
796,12/27/14 09:00:00 PM,26.879,0.0,,
797,12/27/14 11:00:00 PM,26.781,0.0,,
798,12/28/14 01:00:00 AM,26.488,0.0,,
799,12/28/14 03:00:00 AM,26.292,0.0,,
800,12/28/14 05:00:00 AM,26.097,0.0,,
801,12/28/14 07:00:00 AM,26.000,0.0,,
802,12/28/14 09:00:00 AM,26.000,1097.9,,
803,12/28/14 11:00:00 AM,26.390,4133.4,,
804,12/28/14 01:00:00 PM,27.468,4305.6,,
805,12/28/14 03:00:00 PM,27.665,5166.7,,
806,12/28/14 05:00:00 PM,27.961,2066.7,,
807,12/28/14 07:00:00 PM,27.764,0.0,,
808,12/28/14 09:00:00 PM,27.468,0.0,,
809,12/28/14 11:00:00 PM,27.272,0.0,,
810,12/29/14 01:00:00 AM,27.173,0.0,,
811,12/29/14 03:00:00 AM,26.977,0.0,,
812,12/29/14 05:00:00 AM,26.683,0.0,,
813,12/29/14 07:00:00 AM,26.585,0.0,,
814,12/29/14 09:00:00 AM,26.585,645.8,,
815,12/29/14 11:00:00 AM,27.075,3961.1,,
816,12/29/14 01:00:00 PM,27.862,4650.0,,
817,12/29/14 03:00:00 PM,28.258,4305.6,,
818,12/29/14 05:00:00 PM,28.060,1722.2,,
819,12/29/14 07:00:00 PM,27.961,0.0,,
820,12/29/14 09:00:00 PM,27.764,0.0,,
821,12/29/14 11:00:00 PM,27.665,0.0,,
822,12/30/14 01:00:00 AM,27.468,0.0,,
823,12/30/14 03:00:00 AM,27.370,0.0,,
824,12/30/14 05:00:00 AM,27.272,0.0,,
825,12/30/14 07:00:00 AM,27.075,0.0,,
826,12/30/14 09:00:00 AM,27.173,1550.0,,
827,12/30/14 11:00:00 AM,27.370,4994.5,,
828,12/30/14 01:00:00 PM,27.862,6200.0,,
829,12/30/14 03:00:00 PM,28.060,3788.9,,
830,12/30/14 05:00:00 PM,28.060,1894.5,,
831,12/30/14 07:00:00 PM,28.060,0.0,,
832,12/30/14 09:00:00 PM,27.567,0.0,,
833,12/30/14 11:00:00 PM,27.272,0.0,,
834,12/31/14 01:00:00 AM,27.075,0.0,,
835,12/31/14 03:00:00 AM,26.879,0.0,,
836,12/31/14 05:00:00 AM,26.781,0.0,,
837,12/31/14 07:00:00 AM,26.683,0.0,,
838,12/31/14 09:00:00 AM,26.488,495.1,,
839,12/31/14 11:00:00 AM,26.683,3788.9,,
840,12/31/14 01:00:00 PM,27.665,7233.4,,
841,12/31/14 03:00:00 PM,27.468,2411.1,,
842,12/31/14 05:00:00 PM,27.665,1808.3,,
843,12/31/14 07:00:00 PM,27.764,0.0,,
844,12/31/14 09:00:00 PM,27.468,0.0,,
845,12/31/14 11:00:00 PM,27.173,0.0,,
846,01/01/15 01:00:00 AM,26.879,0.0,,
847,01/01/15 03:00:00 AM,26.683,0.0,,
848,01/01/15 05:00:00 AM,26.488,0.0,,
849,01/01/15 07:00:00 AM,26.097,0.0,,
850,01/01/15 09:00:00 AM,26.097,1162.5,,
851,01/01/15 11:00:00 AM,26.488,4477.8,,
852,01/01/15 01:00:00 PM,27.665,6200.0,,
853,01/01/15 03:00:00 PM,27.272,2755.6,,
854,01/01/15 05:00:00 PM,27.370,1636.1,,
855,01/01/15 07:00:00 PM,27.272,0.0,,
856,01/01/15 09:00:00 PM,27.272,0.0,,
857,01/01/15 11:00:00 PM,26.879,0.0,,
858,01/02/15 01:00:00 AM,26.585,0.0,,
859,01/02/15 03:00:00 AM,26.292,0.0,,
860,01/02/15 05:00:00 AM,26.097,0.0,,
861,01/02/15 07:00:00 AM,25.902,0.0,,
862,01/02/15 09:00:00 AM,26.000,4305.6,,
863,01/02/15 11:00:00 AM,26.879,63378.2,,
864,01/02/15 01:00:00 PM,26.879,4650.0,,
865,01/02/15 03:00:00 PM,26.977,2152.8,,
866,01/02/15 05:00:00 PM,27.665,4133.4,,
867,01/02/15 07:00:00 PM,27.862,0.0,,
868,01/02/15 09:00:00 PM,27.665,0.0,,
869,01/02/15 11:00:00 PM,27.370,0.0,,
870,01/03/15 01:00:00 AM,27.173,0.0,,
871,01/03/15 03:00:00 AM,26.879,0.0,,
872,01/03/15 05:00:00 AM,26.683,0.0,,
873,01/03/15 07:00:00 AM,26.390,0.0,,
874,01/03/15 09:00:00 AM,26.292,2927.8,,
875,01/03/15 11:00:00 AM,27.468,57867.0,,
876,01/03/15 01:00:00 PM,28.655,4477.8,,
877,01/03/15 03:00:00 PM,28.555,3616.7,,
878,01/03/15 05:00:00 PM,28.655,1894.5,,
879,01/03/15 07:00:00 PM,28.754,0.0,,
880,01/03/15 09:00:00 PM,28.159,0.0,,
881,01/03/15 11:00:00 PM,27.862,0.0,,
882,01/04/15 01:00:00 AM,27.567,0.0,,
883,01/04/15 03:00:00 AM,27.468,0.0,,
884,01/04/15 05:00:00 AM,27.272,0.0,,
885,01/04/15 07:00:00 AM,27.173,0.0,,
886,01/04/15 09:00:00 AM,27.272,1722.2,,
887,01/04/15 11:00:00 AM,27.764,6200.0,,
888,01/04/15 01:00:00 PM,28.754,15844.5,,
889,01/04/15 03:00:00 PM,28.655,6200.0,,
890,01/04/15 05:00:00 PM,28.258,1205.6,,
891,01/04/15 07:00:00 PM,27.862,0.0,,
892,01/04/15 09:00:00 PM,27.567,0.0,,
893,01/04/15 11:00:00 PM,27.370,0.0,,
894,01/05/15 01:00:00 AM,26.879,0.0,,
895,01/05/15 03:00:00 AM,26.879,0.0,,
896,01/05/15 05:00:00 AM,26.781,0.0,,
897,01/05/15 07:00:00 AM,26.683,0.0,,
898,01/05/15 09:00:00 AM,26.585,4133.4,,
899,01/05/15 11:00:00 AM,27.665,13089.0,,
900,01/05/15 01:00:00 PM,26.585,4650.0,,
901,01/05/15 03:00:00 PM,24.545,3100.0,,
902,01/05/15 05:00:00 PM,22.717,559.7,,
903,01/05/15 07:00:00 PM,22.142,0.0,,
904,01/05/15 09:00:00 PM,22.908,0.0,,
905,01/05/15 11:00:00 PM,22.812,0.0,,
906,01/06/15 01:00:00 AM,22.238,0.0,,
907,01/06/15 03:00:00 AM,21.855,0.0,,
908,01/06/15 05:00:00 AM,21.378,0.0,,
909,01/06/15 07:00:00 AM,21.091,0.0,,
910,01/06/15 09:00:00 AM,20.805,21.5,Registrado,
911,01/06/15 11:00:00 AM,20.710,1097.9,,
912,01/06/15 01:00:00 PM,20.996,4133.4,,
913,01/06/15 03:00:00 PM,21.473,4305.6,,
914,01/06/15 05:00:00 PM,21.855,2669.5,,
915,01/06/15 07:00:00 PM,21.760,0.0,,
916,01/06/15 09:00:00 PM,21.664,0.0,,
917,01/06/15 11:00:00 PM,21.664,0.0,,
918,01/07/15 01:00:00 AM,21.569,0.0,,
919,01/07/15 03:00:00 AM,21.473,0.0,,
920,01/07/15 05:00:00 AM,21.473,0.0,,
921,01/07/15 07:00:00 AM,21.569,0.0,,
922,01/07/15 09:00:00 AM,21.760,32.3,,
923,01/07/15 11:00:00 AM,22.525,9300.1,,
924,01/07/15 01:00:00 PM,24.158,8266.7,,
925,01/07/15 03:00:00 PM,24.351,4650.0,,
926,01/07/15 05:00:00 PM,24.351,828.8,,
927,01/07/15 07:00:00 PM,24.158,21.5,,
928,01/07/15 09:00:00 PM,23.869,0.0,,
929,01/07/15 11:00:00 PM,23.677,0.0,,
930,01/08/15 01:00:00 AM,23.581,0.0,,
931,01/08/15 03:00:00 AM,23.292,0.0,,
932,01/08/15 05:00:00 AM,23.004,0.0,,
933,01/08/15 07:00:00 AM,22.812,0.0,,
934,01/08/15 09:00:00 AM,22.812,2325.0,,
935,01/08/15 11:00:00 AM,22.621,1550.0,,
936,01/08/15 01:00:00 PM,22.812,1894.5,,
937,01/08/15 03:00:00 PM,22.812,1894.5,,
938,01/08/15 05:00:00 PM,23.004,4133.4,,
939,01/08/15 07:00:00 PM,22.812,0.0,,
940,01/08/15 09:00:00 PM,22.621,0.0,,
941,01/08/15 11:00:00 PM,22.429,0.0,,
942,01/09/15 01:00:00 AM,22.333,0.0,,
943,01/09/15 03:00:00 AM,22.046,0.0,,
944,01/09/15 05:00:00 AM,21.664,0.0,,
945,01/09/15 07:00:00 AM,21.187,0.0,,
946,01/09/15 09:00:00 AM,20.805,731.9,,
947,01/09/15 11:00:00 AM,20.710,1550.0,,
948,01/09/15 01:00:00 PM,20.901,4822.3,,
949,01/09/15 03:00:00 PM,20.996,2755.6,,
950,01/09/15 05:00:00 PM,21.187,904.2,,
951,01/09/15 07:00:00 PM,21.855,0.0,,
952,01/09/15 09:00:00 PM,22.429,0.0,,
953,01/09/15 11:00:00 PM,22.717,0.0,,
954,01/10/15 01:00:00 AM,22.908,0.0,,
955,01/10/15 03:00:00 AM,23.004,0.0,,
956,01/10/15 05:00:00 AM,23.196,0.0,,
957,01/10/15 07:00:00 AM,23.292,0.0,,
958,01/10/15 09:00:00 AM,23.388,1119.5,,
959,01/10/15 11:00:00 AM,23.869,1184.0,,
960,01/10/15 01:00:00 PM,24.738,6544.5,,
961,01/10/15 03:00:00 PM,25.222,4650.0,,
962,01/10/15 05:00:00 PM,25.513,2238.9,,
963,01/10/15 07:00:00 PM,25.610,0.0,,
964,01/10/15 09:00:00 PM,25.708,0.0,,
965,01/10/15 11:00:00 PM,25.708,0.0,,
966,01/11/15 01:00:00 AM,25.513,0.0,,
967,01/11/15 03:00:00 AM,25.513,0.0,,
968,01/11/15 05:00:00 AM,25.319,0.0,,
969,01/11/15 07:00:00 AM,25.319,0.0,,
970,01/11/15 09:00:00 AM,24.738,226.0,,
971,01/11/15 11:00:00 AM,24.448,1550.0,,
972,01/11/15 01:00:00 PM,24.545,1808.3,,
973,01/11/15 03:00:00 PM,24.545,1302.4,,
974,01/11/15 05:00:00 PM,24.738,258.3,,
975,01/11/15 07:00:00 PM,24.738,0.0,,
976,01/11/15 09:00:00 PM,24.738,0.0,,
977,01/11/15 11:00:00 PM,24.641,0.0,,
978,01/12/15 01:00:00 AM,24.448,0.0,,
979,01/12/15 03:00:00 AM,24.351,0.0,,
980,01/12/15 05:00:00 AM,24.351,0.0,,
981,01/12/15 07:00:00 AM,24.255,0.0,,
982,01/12/15 09:00:00 AM,24.255,1054.9,,
983,01/12/15 11:00:00 AM,24.545,1722.2,,
984,01/12/15 01:00:00 PM,24.931,3788.9,,
985,01/12/15 03:00:00 PM,25.708,4650.0,,
986,01/12/15 05:00:00 PM,25.708,1356.3,,
987,01/12/15 07:00:00 PM,25.805,0.0,,
988,01/12/15 09:00:00 PM,25.708,0.0,,
989,01/12/15 11:00:00 PM,25.708,0.0,,
990,01/13/15 01:00:00 AM,25.513,0.0,,
991,01/13/15 03:00:00 AM,25.513,0.0,,
992,01/13/15 05:00:00 AM,25.513,0.0,,
993,01/13/15 07:00:00 AM,25.513,0.0,,
994,01/13/15 09:00:00 AM,25.319,366.0,,
995,01/13/15 11:00:00 AM,25.708,5166.7,,
996,01/13/15 01:00:00 PM,26.097,5511.1,,
997,01/13/15 03:00:00 PM,26.585,4994.5,,
998,01/13/15 05:00:00 PM,26.683,1302.4,,
999,01/13/15 07:00:00 PM,26.781,0.0,,
1000,01/13/15 09:00:00 PM,26.488,0.0,,
1001,01/13/15 11:00:00 PM,26.292,0.0,,
1002,01/14/15 01:00:00 AM,26.097,0.0,,
1003,01/14/15 03:00:00 AM,25.902,0.0,,
1004,01/14/15 05:00:00 AM,25.513,0.0,,
1005,01/14/15 07:00:00 AM,25.416,0.0,,
1006,01/14/15 09:00:00 AM,25.319,129.2,,
1007,01/14/15 11:00:00 AM,25.610,990.3,,
1008,01/14/15 01:00:00 PM,25.805,1377.8,,
1009,01/14/15 03:00:00 PM,26.097,3444.5,,
1010,01/14/15 05:00:00 PM,25.902,688.9,,
1011,01/14/15 07:00:00 PM,25.708,0.0,,
1012,01/14/15 09:00:00 PM,25.319,0.0,,
1013,01/14/15 11:00:00 PM,25.319,0.0,,
1014,01/15/15 01:00:00 AM,25.125,0.0,,
1015,01/15/15 03:00:00 AM,25.125,0.0,,
1016,01/15/15 05:00:00 AM,24.931,0.0,,
1017,01/15/15 07:00:00 AM,25.125,0.0,,
1018,01/15/15 09:00:00 AM,25.125,21.5,,
1019,01/15/15 11:00:00 AM,25.222,2755.6,,
1020,01/15/15 01:00:00 PM,25.513,818.1,,
1021,01/15/15 03:00:00 PM,25.513,871.9,,
1022,01/15/15 05:00:00 PM,25.222,882.6,,
1023,01/15/15 07:00:00 PM,24.931,0.0,,
1024,01/15/15 09:00:00 PM,24.641,0.0,,
1025,01/15/15 11:00:00 PM,24.448,0.0,,
1026,01/16/15 01:00:00 AM,24.255,0.0,,
1027,01/16/15 03:00:00 AM,24.158,0.0,,
1028,01/16/15 05:00:00 AM,24.158,0.0,,
1029,01/16/15 07:00:00 AM,23.966,0.0,,
1030,01/16/15 09:00:00 AM,23.773,430.6,,
1031,01/16/15 11:00:00 AM,23.773,882.6,,
1032,01/16/15 01:00:00 PM,23.773,3616.7,,
1033,01/16/15 03:00:00 PM,23.773,2927.8,,
1034,01/16/15 05:00:00 PM,23.773,1980.6,,
1035,01/16/15 07:00:00 PM,23.773,0.0,,
1036,01/16/15 09:00:00 PM,23.388,0.0,,
1037,01/16/15 11:00:00 PM,23.388,0.0,,
1038,01/17/15 01:00:00 AM,23.388,0.0,,
1039,01/17/15 03:00:00 AM,23.388,0.0,,
1040,01/17/15 05:00:00 AM,23.388,0.0,,
1041,01/17/15 07:00:00 AM,23.388,0.0,,
1042,01/17/15 09:00:00 AM,23.196,796.5,,
1043,01/17/15 11:00:00 AM,23.388,8266.7,,
1044,01/17/15 01:00:00 PM,23.484,3961.1,,
1045,01/17/15 03:00:00 PM,23.677,2669.5,,
1046,01/17/15 05:00:00 PM,23.677,2325.0,,
1047,01/17/15 07:00:00 PM,23.677,0.0,,
1048,01/17/15 09:00:00 PM,23.677,0.0,,
1049,01/17/15 11:00:00 PM,23.581,0.0,,
1050,01/18/15 01:00:00 AM,23.581,0.0,,
1051,01/18/15 03:00:00 AM,23.484,0.0,,
1052,01/18/15 05:00:00 AM,23.484,0.0,,
1053,01/18/15 07:00:00 AM,23.484,0.0,,
1054,01/18/15 09:00:00 AM,23.677,818.1,,
1055,01/18/15 11:00:00 AM,24.062,6200.0,,
1056,01/18/15 01:00:00 PM,24.835,5166.7,,
1057,01/18/15 03:00:00 PM,24.931,4650.0,,
1058,01/18/15 05:00:00 PM,24.835,861.1,,
1059,01/18/15 07:00:00 PM,24.738,0.0,,
1060,01/18/15 09:00:00 PM,24.738,0.0,,
1061,01/18/15 11:00:00 PM,24.641,0.0,,
1062,01/19/15 01:00:00 AM,24.545,0.0,,
1063,01/19/15 03:00:00 AM,24.545,0.0,,
1064,01/19/15 05:00:00 AM,24.351,0.0,,
1065,01/19/15 07:00:00 AM,24.062,0.0,,
1066,01/19/15 09:00:00 AM,24.062,1808.3,,
1067,01/19/15 11:00:00 AM,24.545,4133.4,,
1068,01/19/15 01:00:00 PM,25.125,10677.8,,
1069,01/19/15 03:00:00 PM,25.416,4133.4,,
1070,01/19/15 05:00:00 PM,25.513,2238.9,,
1071,01/19/15 07:00:00 PM,25.513,21.5,,
1072,01/19/15 09:00:00 PM,25.319,0.0,,
1073,01/19/15 11:00:00 PM,24.931,0.0,,
1074,01/20/15 01:00:00 AM,24.835,0.0,,
1075,01/20/15 03:00:00 AM,24.351,0.0,,
1076,01/20/15 05:00:00 AM,24.062,0.0,,
1077,01/20/15 07:00:00 AM,23.773,0.0,,
1078,01/20/15 09:00:00 AM,23.773,1808.3,,
1079,01/20/15 11:00:00 AM,24.448,4650.0,,
1080,01/20/15 01:00:00 PM,26.000,12400.1,,
1081,01/20/15 03:00:00 PM,26.097,4650.0,,
1082,01/20/15 05:00:00 PM,26.097,1808.3,,
1083,01/20/15 07:00:00 PM,26.097,32.3,,
1084,01/20/15 09:00:00 PM,25.708,0.0,,
1085,01/20/15 11:00:00 PM,25.416,0.0,,
1086,01/21/15 01:00:00 AM,25.222,0.0,,
1087,01/21/15 03:00:00 AM,25.125,0.0,,
1088,01/21/15 05:00:00 AM,24.931,0.0,,
1089,01/21/15 07:00:00 AM,25.125,0.0,,
1090,01/21/15 09:00:00 AM,25.125,2755.6,,
1091,01/21/15 11:00:00 AM,25.708,14466.8,,
1092,01/21/15 01:00:00 PM,27.075,8611.2,,
1093,01/21/15 03:00:00 PM,26.977,6544.5,,
1094,01/21/15 05:00:00 PM,27.075,2411.1,,
1095,01/21/15 07:00:00 PM,27.075,0.0,,
1096,01/21/15 09:00:00 PM,26.879,0.0,,
1097,01/21/15 11:00:00 PM,26.585,0.0,,
1098,01/22/15 01:00:00 AM,26.390,0.0,,
1099,01/22/15 03:00:00 AM,26.292,0.0,,
1100,01/22/15 05:00:00 AM,25.902,0.0,,
1101,01/22/15 07:00:00 AM,25.708,0.0,,
1102,01/22/15 09:00:00 AM,25.708,452.1,,
1103,01/22/15 11:00:00 AM,26.097,5338.9,,
1104,01/22/15 01:00:00 PM,28.853,30311.3,,
1105,01/22/15 03:00:00 PM,27.764,4477.8,,
1106,01/22/15 05:00:00 PM,27.665,1463.9,,
1107,01/22/15 07:00:00 PM,27.764,0.0,,
1108,01/22/15 09:00:00 PM,27.567,0.0,,
1109,01/22/15 11:00:00 PM,27.370,0.0,,
1110,01/23/15 01:00:00 AM,27.173,0.0,,
1111,01/23/15 03:00:00 AM,26.977,0.0,,
1112,01/23/15 05:00:00 AM,26.683,0.0,,
1113,01/23/15 07:00:00 AM,26.390,0.0,,
1114,01/23/15 09:00:00 AM,26.195,215.3,,
1115,01/23/15 11:00:00 AM,26.683,1097.9,,
1116,01/23/15 01:00:00 PM,28.555,1550.0,,
1117,01/23/15 03:00:00 PM,26.195,893.4,,
1118,01/23/15 05:00:00 PM,26.879,279.9,,
1119,01/23/15 07:00:00 PM,26.488,0.0,,
1120,01/23/15 09:00:00 PM,26.292,0.0,,
1121,01/23/15 11:00:00 PM,25.805,0.0,,
1122,01/24/15 01:00:00 AM,24.931,0.0,,
1123,01/24/15 03:00:00 AM,24.448,0.0,,
1124,01/24/15 05:00:00 AM,23.773,0.0,,
1125,01/24/15 07:00:00 AM,23.196,0.0,,
1126,01/24/15 09:00:00 AM,22.812,0.0,,
1127,01/24/15 11:00:00 AM,22.621,43.1,,
1128,01/24/15 01:00:00 PM,22.717,193.8,,
1129,01/24/15 03:00:00 PM,22.525,193.8,,
1130,01/24/15 05:00:00 PM,22.621,86.1,,
1131,01/24/15 07:00:00 PM,22.621,0.0,,
1132,01/24/15 09:00:00 PM,22.621,0.0,,
1133,01/24/15 11:00:00 PM,22.621,0.0,,
1134,01/25/15 01:00:00 AM,22.621,0.0,,
1135,01/25/15 03:00:00 AM,22.621,0.0,,
1136,01/25/15 05:00:00 AM,22.621,0.0,,
1137,01/25/15 07:00:00 AM,22.621,0.0,,
1138,01/25/15 09:00:00 AM,22.621,0.0,,
1139,01/25/15 11:00:00 AM,22.908,387.5,,
1140,01/25/15 01:00:00 PM,24.062,193.8,,
1141,01/25/15 03:00:00 PM,24.062,301.4,,
1142,01/25/15 05:00:00 PM,24.448,75.3,,
1143,01/25/15 07:00:00 PM,24.158,0.0,,
1144,01/25/15 09:00:00 PM,23.869,0.0,,
1145,01/25/15 11:00:00 PM,23.869,0.0,,
1146,01/26/15 01:00:00 AM,23.773,0.0,,
1147,01/26/15 03:00:00 AM,23.773,0.0,,
1148,01/26/15 05:00:00 AM,23.677,0.0,,
1149,01/26/15 07:00:00 AM,23.677,0.0,,
1150,01/26/15 09:00:00 AM,23.773,0.0,,
1151,01/26/15 11:00:00 AM,23.966,204.5,,
1152,01/26/15 01:00:00 PM,24.448,107.6,,
1153,01/26/15 03:00:00 PM,24.351,10.8,,
1154,01/26/15 05:00:00 PM,24.062,21.5,,
1155,01/26/15 07:00:00 PM,23.966,0.0,,
1156,01/26/15 09:00:00 PM,24.062,0.0,,
1157,01/26/15 11:00:00 PM,23.966,0.0,,
1158,01/27/15 01:00:00 AM,23.966,0.0,,
1159,01/27/15 03:00:00 AM,23.869,0.0,,
1160,01/27/15 05:00:00 AM,23.677,0.0,,
1161,01/27/15 07:00:00 AM,23.388,0.0,,
1162,01/27/15 09:00:00 AM,23.292,21.5,,
1163,01/27/15 11:00:00 AM,23.677,484.4,,
1164,01/27/15 01:00:00 PM,25.513,731.9,,
1165,01/27/15 03:00:00 PM,24.931,215.3,,
1166,01/27/15 05:00:00 PM,23.966,376.7,,
1167,01/27/15 07:00:00 PM,23.581,0.0,,
1168,01/27/15 09:00:00 PM,23.581,0.0,,
1169,01/27/15 11:00:00 PM,23.292,0.0,,
1170,01/28/15 01:00:00 AM,23.100,0.0,,
1171,01/28/15 03:00:00 AM,22.812,0.0,,
1172,01/28/15 05:00:00 AM,22.525,0.0,,
1173,01/28/15 07:00:00 AM,22.238,0.0,,
1174,01/28/15 09:00:00 AM,22.046,129.2,,
1175,01/28/15 11:00:00 AM,22.621,2238.9,,
1176,01/28/15 01:00:00 PM,24.158,570.5,,
1177,01/28/15 03:00:00 PM,23.869,258.3,,
1178,01/28/15 05:00:00 PM,23.966,215.3,,
1179,01/28/15 07:00:00 PM,23.869,0.0,,
1180,01/28/15 09:00:00 PM,23.773,0.0,,
1181,01/28/15 11:00:00 PM,23.388,0.0,,
1182,01/29/15 01:00:00 AM,23.004,0.0,,
1183,01/29/15 03:00:00 AM,22.717,0.0,,
1184,01/29/15 05:00:00 AM,22.429,0.0,,
1185,01/29/15 07:00:00 AM,22.142,0.0,,
1186,01/29/15 09:00:00 AM,21.951,64.6,,
1187,01/29/15 11:00:00 AM,22.621,1550.0,,
