"Título de trazado: 1296588"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 1296588, SEN S/N: 1296588)","Intensidad, lux (LGR S/N: 1296588, SEN S/N: 1296588)","Batería mala (LGR S/N: 1296588)","Final de archivo (LGR S/N: 1296588)"
1188,01/29/15 01:00:00 PM,24.641,818.1,,
1189,01/29/15 03:00:00 PM,24.158,301.4,,
1190,01/29/15 05:00:00 PM,24.448,129.2,,
1191,01/29/15 07:00:00 PM,24.545,0.0,,
1192,01/29/15 09:00:00 PM,24.255,0.0,,
1193,01/29/15 11:00:00 PM,23.966,0.0,,
1194,01/30/15 01:00:00 AM,23.966,0.0,,
1195,01/30/15 03:00:00 AM,23.966,0.0,,
1196,01/30/15 05:00:00 AM,23.966,0.0,,
1197,01/30/15 07:00:00 AM,23.966,0.0,,
1198,01/30/15 09:00:00 AM,24.158,204.5,,
1199,01/30/15 11:00:00 AM,24.351,667.4,,
1200,01/30/15 01:00:00 PM,25.416,473.6,,
1201,01/30/15 03:00:00 PM,25.513,667.4,,
1202,01/30/15 05:00:00 PM,25.319,301.4,,
1203,01/30/15 07:00:00 PM,25.125,0.0,,
1204,01/30/15 09:00:00 PM,24.931,0.0,,
1205,01/30/15 11:00:00 PM,24.931,0.0,,
1206,01/31/15 01:00:00 AM,24.738,0.0,,
1207,01/31/15 03:00:00 AM,24.448,0.0,,
1208,01/31/15 05:00:00 AM,24.158,0.0,,
1209,01/31/15 07:00:00 AM,23.869,0.0,,
1210,01/31/15 09:00:00 AM,23.677,193.8,,
1211,01/31/15 11:00:00 AM,24.062,559.7,,
1212,01/31/15 01:00:00 PM,25.902,430.6,,
1213,01/31/15 03:00:00 PM,25.902,430.6,,
1214,01/31/15 05:00:00 PM,26.097,86.1,,
1215,01/31/15 07:00:00 PM,26.097,0.0,,
1216,01/31/15 09:00:00 PM,25.708,0.0,,
1217,01/31/15 11:00:00 PM,25.222,0.0,,
1218,02/01/15 01:00:00 AM,24.835,0.0,,
1219,02/01/15 03:00:00 AM,24.641,0.0,,
1220,02/01/15 05:00:00 AM,24.351,0.0,,
1221,02/01/15 07:00:00 AM,24.062,0.0,,
1222,02/01/15 09:00:00 AM,24.062,96.9,,
1223,02/01/15 11:00:00 AM,24.448,828.8,,
1224,02/01/15 01:00:00 PM,27.075,2927.8,,
1225,02/01/15 03:00:00 PM,26.488,258.3,,
1226,02/01/15 05:00:00 PM,26.781,236.8,,
1227,02/01/15 07:00:00 PM,27.075,0.0,,
1228,02/01/15 09:00:00 PM,26.977,0.0,,
1229,02/01/15 11:00:00 PM,26.683,0.0,,
1230,02/02/15 01:00:00 AM,26.390,0.0,,
1231,02/02/15 03:00:00 AM,26.097,0.0,,
1232,02/02/15 05:00:00 AM,25.708,0.0,,
1233,02/02/15 07:00:00 AM,25.708,0.0,,
1234,02/02/15 09:00:00 AM,25.708,215.3,,
1235,02/02/15 11:00:00 AM,26.097,624.3,,
1236,02/02/15 01:00:00 PM,27.173,1087.2,,
1237,02/02/15 03:00:00 PM,27.075,226.0,,
1238,02/02/15 05:00:00 PM,27.075,183.0,,
1239,02/02/15 07:00:00 PM,26.879,0.0,,
1240,02/02/15 09:00:00 PM,26.683,0.0,,
1241,02/02/15 11:00:00 PM,26.683,0.0,,
1242,02/03/15 01:00:00 AM,26.292,0.0,,
1243,02/03/15 03:00:00 AM,26.097,0.0,,
1244,02/03/15 05:00:00 AM,25.708,0.0,,
1245,02/03/15 07:00:00 AM,25.319,0.0,,
1246,02/03/15 09:00:00 AM,25.222,64.6,,
1247,02/03/15 11:00:00 AM,25.319,0.0,,
1248,02/03/15 01:00:00 PM,25.513,86.1,,
1249,02/03/15 03:00:00 PM,25.513,107.6,,
1250,02/03/15 05:00:00 PM,25.513,64.6,,
1251,02/03/15 07:00:00 PM,25.610,0.0,,
1252,02/03/15 09:00:00 PM,25.319,0.0,,
1253,02/03/15 11:00:00 PM,25.222,0.0,,
1254,02/04/15 01:00:00 AM,25.222,0.0,,
1255,02/04/15 03:00:00 AM,25.125,0.0,,
1256,02/04/15 05:00:00 AM,24.931,0.0,,
1257,02/04/15 07:00:00 AM,24.931,0.0,,
1258,02/04/15 09:00:00 AM,24.931,0.0,,
1259,02/04/15 11:00:00 AM,25.319,129.2,,
1260,02/04/15 01:00:00 PM,25.513,215.3,,
1261,02/04/15 03:00:00 PM,25.416,247.6,,
1262,02/04/15 05:00:00 PM,25.610,53.8,,
1263,02/04/15 07:00:00 PM,25.222,0.0,,
1264,02/04/15 09:00:00 PM,25.125,0.0,,
1265,02/04/15 11:00:00 PM,24.931,0.0,,
1266,02/05/15 01:00:00 AM,24.931,0.0,,
1267,02/05/15 03:00:00 AM,24.931,0.0,,
1268,02/05/15 05:00:00 AM,24.835,0.0,,
1269,02/05/15 07:00:00 AM,24.738,0.0,,
1270,02/05/15 09:00:00 AM,24.835,10.8,,
1271,02/05/15 11:00:00 AM,24.931,322.9,,
1272,02/05/15 01:00:00 PM,25.319,129.2,,
1273,02/05/15 03:00:00 PM,25.222,64.6,,
1274,02/05/15 05:00:00 PM,24.931,107.6,,
1275,02/05/15 07:00:00 PM,24.835,0.0,,
1276,02/05/15 09:00:00 PM,24.931,0.0,,
1277,02/05/15 11:00:00 PM,24.835,0.0,,
1278,02/06/15 01:00:00 AM,24.641,0.0,,
1279,02/06/15 03:00:00 AM,24.448,0.0,,
1280,02/06/15 05:00:00 AM,24.158,0.0,,
1281,02/06/15 07:00:00 AM,24.062,0.0,,
1282,02/06/15 09:00:00 AM,23.966,0.0,,
1283,02/06/15 11:00:00 AM,24.158,226.0,,
1284,02/06/15 01:00:00 PM,25.902,731.9,,
1285,02/06/15 03:00:00 PM,25.222,290.6,,
1286,02/06/15 05:00:00 PM,24.738,107.6,,
1287,02/06/15 07:00:00 PM,24.545,0.0,,
1288,02/06/15 09:00:00 PM,24.738,0.0,,
1289,02/06/15 11:00:00 PM,24.545,0.0,,
1290,02/07/15 01:00:00 AM,24.255,0.0,,
1291,02/07/15 03:00:00 AM,23.966,0.0,,
1292,02/07/15 05:00:00 AM,23.773,0.0,,
1293,02/07/15 07:00:00 AM,23.484,0.0,,
1294,02/07/15 09:00:00 AM,23.484,86.1,,
1295,02/07/15 11:00:00 AM,24.062,376.7,,
1296,02/07/15 01:00:00 PM,24.835,64.6,,
1297,02/07/15 03:00:00 PM,24.738,0.0,,
1298,02/07/15 05:00:00 PM,24.738,183.0,,
1299,02/07/15 07:00:00 PM,24.641,0.0,,
1300,02/07/15 09:00:00 PM,24.545,0.0,,
1301,02/07/15 11:00:00 PM,24.351,0.0,,
1302,02/08/15 01:00:00 AM,24.062,0.0,,
1303,02/08/15 03:00:00 AM,23.869,0.0,,
1304,02/08/15 05:00:00 AM,23.581,0.0,,
1305,02/08/15 07:00:00 AM,23.292,0.0,,
1306,02/08/15 09:00:00 AM,23.196,43.1,,
1307,02/08/15 11:00:00 AM,23.581,86.1,,
1308,02/08/15 01:00:00 PM,25.610,172.2,,
1309,02/08/15 03:00:00 PM,25.708,193.8,,
1310,02/08/15 05:00:00 PM,25.708,0.0,,
1311,02/08/15 07:00:00 PM,25.708,0.0,,
1312,02/08/15 09:00:00 PM,25.513,0.0,,
1313,02/08/15 11:00:00 PM,25.319,0.0,,
1314,02/09/15 01:00:00 AM,24.835,0.0,,
1315,02/09/15 03:00:00 AM,24.545,0.0,,
1316,02/09/15 05:00:00 AM,24.158,0.0,,
1317,02/09/15 07:00:00 AM,23.966,0.0,,
1318,02/09/15 09:00:00 AM,23.966,21.5,,
1319,02/09/15 11:00:00 AM,24.545,258.3,,
1320,02/09/15 01:00:00 PM,27.173,990.3,,
1321,02/09/15 03:00:00 PM,26.683,107.6,,
1322,02/09/15 05:00:00 PM,26.879,118.4,,
1323,02/09/15 07:00:00 PM,24.931,0.0,,
1324,02/09/15 09:00:00 PM,24.931,0.0,,
1325,02/09/15 11:00:00 PM,24.641,0.0,,
1326,02/10/15 01:00:00 AM,24.545,0.0,,
1327,02/10/15 03:00:00 AM,24.255,0.0,,
1328,02/10/15 05:00:00 AM,23.966,0.0,,
1329,02/10/15 07:00:00 AM,23.773,0.0,,
1330,02/10/15 09:00:00 AM,23.773,322.9,,
1331,02/10/15 11:00:00 AM,24.738,1722.2,,
1332,02/10/15 01:00:00 PM,26.488,2755.6,,
1333,02/10/15 03:00:00 PM,26.097,258.3,,
1334,02/10/15 05:00:00 PM,26.097,53.8,,
1335,02/10/15 07:00:00 PM,25.708,0.0,,
1336,02/10/15 09:00:00 PM,25.416,0.0,,
1337,02/10/15 11:00:00 PM,25.125,0.0,,
1338,02/11/15 01:00:00 AM,24.835,0.0,,
1339,02/11/15 03:00:00 AM,24.545,0.0,,
1340,02/11/15 05:00:00 AM,24.255,0.0,,
1341,02/11/15 07:00:00 AM,23.966,0.0,,
1342,02/11/15 09:00:00 AM,23.773,86.1,,
1343,02/11/15 11:00:00 AM,24.448,688.9,,
1344,02/11/15 01:00:00 PM,26.195,904.2,,
1345,02/11/15 03:00:00 PM,26.097,312.2,,
1346,02/11/15 05:00:00 PM,26.195,172.2,,
1347,02/11/15 07:00:00 PM,25.610,86.1,,
1348,02/11/15 09:00:00 PM,24.931,0.0,,
1349,02/11/15 11:00:00 PM,24.158,0.0,,
1350,02/12/15 01:00:00 AM,23.388,0.0,,
1351,02/12/15 03:00:00 AM,22.908,0.0,,
1352,02/12/15 05:00:00 AM,22.333,0.0,,
1353,02/12/15 07:00:00 AM,21.855,0.0,,
1354,02/12/15 09:00:00 AM,21.569,43.1,,
1355,02/12/15 11:00:00 AM,22.142,8611.2,,
1356,02/12/15 01:00:00 PM,23.388,7233.4,,
1357,02/12/15 03:00:00 PM,23.869,4477.8,,
1358,02/12/15 05:00:00 PM,23.773,2497.2,,
1359,02/12/15 07:00:00 PM,23.196,172.2,,
1360,02/12/15 09:00:00 PM,22.908,0.0,,
1361,02/12/15 11:00:00 PM,22.717,0.0,,
1362,02/13/15 01:00:00 AM,22.429,0.0,,
1363,02/13/15 03:00:00 AM,22.142,0.0,,
1364,02/13/15 05:00:00 AM,21.855,0.0,,
1365,02/13/15 07:00:00 AM,21.664,0.0,,
1366,02/13/15 09:00:00 AM,21.473,1636.1,,
1367,02/13/15 11:00:00 AM,22.142,3444.5,,
1368,02/13/15 01:00:00 PM,23.100,172.2,,
1369,02/13/15 03:00:00 PM,23.388,96.9,,
1370,02/13/15 05:00:00 PM,23.196,635.1,,
1371,02/13/15 07:00:00 PM,23.004,0.0,,
1372,02/13/15 09:00:00 PM,22.621,0.0,,
1373,02/13/15 11:00:00 PM,21.855,0.0,,
1374,02/14/15 01:00:00 AM,21.664,0.0,,
1375,02/14/15 03:00:00 AM,21.378,0.0,,
1376,02/14/15 05:00:00 AM,21.091,0.0,,
1377,02/14/15 07:00:00 AM,20.710,0.0,,
1378,02/14/15 09:00:00 AM,20.710,0.0,,
1379,02/14/15 11:00:00 AM,21.664,4133.4,,
1380,02/14/15 01:00:00 PM,23.004,8266.7,,
1381,02/14/15 03:00:00 PM,23.196,2669.5,,
1382,02/14/15 05:00:00 PM,23.196,4305.6,,
1383,02/14/15 07:00:00 PM,23.004,129.2,,
1384,02/14/15 09:00:00 PM,22.908,0.0,,
1385,02/14/15 11:00:00 PM,22.621,0.0,,
1386,02/15/15 01:00:00 AM,22.142,0.0,,
1387,02/15/15 03:00:00 AM,21.664,0.0,,
1388,02/15/15 05:00:00 AM,21.282,0.0,,
1389,02/15/15 07:00:00 AM,20.901,0.0,,
1390,02/15/15 09:00:00 AM,20.805,1248.6,,
1391,02/15/15 11:00:00 AM,22.046,4133.4,,
1392,02/15/15 01:00:00 PM,25.319,85422.8,,
1393,02/15/15 03:00:00 PM,23.773,1313.2,,
1394,02/15/15 05:00:00 PM,23.196,688.9,,
1395,02/15/15 07:00:00 PM,23.196,21.5,,
1396,02/15/15 09:00:00 PM,23.196,0.0,,
1397,02/15/15 11:00:00 PM,22.908,0.0,,
1398,02/16/15 01:00:00 AM,22.621,0.0,,
1399,02/16/15 03:00:00 AM,22.429,0.0,,
1400,02/16/15 05:00:00 AM,21.855,0.0,,
1401,02/16/15 07:00:00 AM,21.378,0.0,,
1402,02/16/15 09:00:00 AM,20.996,1377.8,,
1403,02/16/15 11:00:00 AM,21.951,1980.6,,
1404,02/16/15 01:00:00 PM,25.902,66133.8,,
1405,02/16/15 03:00:00 PM,24.738,0.0,,
1406,02/16/15 05:00:00 PM,24.448,2325.0,,
1407,02/16/15 07:00:00 PM,24.351,0.0,,
1408,02/16/15 09:00:00 PM,24.158,0.0,,
1409,02/16/15 11:00:00 PM,23.773,0.0,,
1410,02/17/15 01:00:00 AM,23.677,0.0,,
1411,02/17/15 03:00:00 AM,23.388,0.0,,
1412,02/17/15 05:00:00 AM,23.004,0.0,,
1413,02/17/15 07:00:00 AM,22.429,0.0,,
1414,02/17/15 09:00:00 AM,22.142,0.0,,
1415,02/17/15 11:00:00 AM,23.100,3616.7,,
1416,02/17/15 01:00:00 PM,26.390,5511.1,,
1417,02/17/15 03:00:00 PM,25.902,0.0,,
1418,02/17/15 05:00:00 PM,25.708,183.0,,
1419,02/17/15 07:00:00 PM,25.125,107.6,,
1420,02/17/15 09:00:00 PM,24.931,0.0,,
1421,02/17/15 11:00:00 PM,24.641,0.0,,
1422,02/18/15 01:00:00 AM,24.255,0.0,,
1423,02/18/15 03:00:00 AM,23.966,0.0,,
1424,02/18/15 05:00:00 AM,23.869,0.0,,
1425,02/18/15 07:00:00 AM,23.581,0.0,,
1426,02/18/15 09:00:00 AM,23.292,236.8,,
1427,02/18/15 11:00:00 AM,23.292,0.0,,
1428,02/18/15 01:00:00 PM,23.100,10.8,,
1429,02/18/15 03:00:00 PM,23.196,0.0,,
1430,02/18/15 05:00:00 PM,22.908,1033.3,,
1431,02/18/15 07:00:00 PM,22.812,0.0,,
1432,02/18/15 09:00:00 PM,22.621,0.0,,
1433,02/18/15 11:00:00 PM,22.908,0.0,,
1434,02/19/15 01:00:00 AM,22.717,0.0,,
1435,02/19/15 03:00:00 AM,23.004,0.0,,
1436,02/19/15 05:00:00 AM,23.196,0.0,,
1437,02/19/15 07:00:00 AM,23.388,0.0,,
1438,02/19/15 09:00:00 AM,23.388,495.1,,
1439,02/19/15 11:00:00 AM,23.196,1636.1,,
1440,02/19/15 01:00:00 PM,23.581,183.0,,
1441,02/19/15 03:00:00 PM,23.966,129.2,,
1442,02/19/15 05:00:00 PM,24.158,0.0,,
1443,02/19/15 07:00:00 PM,24.158,0.0,,
1444,02/19/15 09:00:00 PM,23.677,0.0,,
1445,02/19/15 11:00:00 PM,23.677,0.0,,
1446,02/20/15 01:00:00 AM,23.484,0.0,,
1447,02/20/15 03:00:00 AM,23.292,0.0,,
1448,02/20/15 05:00:00 AM,23.004,0.0,,
1449,02/20/15 07:00:00 AM,22.717,0.0,,
1450,02/20/15 09:00:00 AM,22.812,1054.9,,
1451,02/20/15 11:00:00 AM,23.388,64.6,,
1452,02/20/15 01:00:00 PM,24.931,5166.7,,
1453,02/20/15 03:00:00 PM,25.319,979.5,,
1454,02/20/15 05:00:00 PM,25.610,990.3,,Registrado
