"Título de trazado: 1174337"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 1174337, SEN S/N: 1174337)","Intensidad, lux (LGR S/N: 1174337, SEN S/N: 1174337)","Acoplador adjunto (LGR S/N: 1174337)","Host conectado (LGR S/N: 1174337)","Parado (LGR S/N: 1174337)","Final de archivo (LGR S/N: 1174337)"
2478,05/17/15 01:00:00 AM,27.961,0.0,,,,
2479,05/17/15 03:00:00 AM,27.075,0.0,,,,
2480,05/17/15 05:00:00 AM,26.195,0.0,,,,
2481,05/17/15 07:00:00 AM,25.416,21.5,,,,
2482,05/17/15 09:00:00 AM,26.390,344.4,,,,
2483,05/17/15 11:00:00 AM,29.752,462.9,,,,
2484,05/17/15 01:00:00 PM,32.394,592.0,,,,
2485,05/17/15 03:00:00 PM,33.222,129.2,,,,
2486,05/17/15 05:00:00 PM,33.639,0.0,,,,
2487,05/17/15 07:00:00 PM,32.291,0.0,,,,
2488,05/17/15 09:00:00 PM,31.166,0.0,,,,
2489,05/17/15 11:00:00 PM,29.953,0.0,,,,
2490,05/18/15 01:00:00 AM,28.754,0.0,,,,
2491,05/18/15 03:00:00 AM,27.665,0.0,,,,
2492,05/18/15 05:00:00 AM,26.781,0.0,,,,
2493,05/18/15 07:00:00 AM,26.000,0.0,,,,
2494,05/18/15 09:00:00 AM,26.390,96.9,,,,
2495,05/18/15 11:00:00 AM,29.652,538.2,,,,
2496,05/18/15 01:00:00 PM,33.430,947.2,,,,
2497,05/18/15 03:00:00 PM,32.807,807.3,,,,
2498,05/18/15 05:00:00 PM,33.118,193.8,,,,
2499,05/18/15 07:00:00 PM,32.497,0.0,,,,
2500,05/18/15 09:00:00 PM,30.862,0.0,,,,
2501,05/18/15 11:00:00 PM,29.152,0.0,,,,
2502,05/19/15 01:00:00 AM,28.258,0.0,,,,
2503,05/19/15 03:00:00 AM,27.665,0.0,,,,
2504,05/19/15 05:00:00 AM,27.075,0.0,,,,
2505,05/19/15 07:00:00 AM,26.195,0.0,,,,
2506,05/19/15 09:00:00 AM,26.292,161.5,,,,
2507,05/19/15 11:00:00 AM,30.457,9300.1,,,,
2508,05/19/15 01:00:00 PM,32.188,1324.0,,,,
2509,05/19/15 03:00:00 PM,32.291,118.4,,,,
2510,05/19/15 05:00:00 PM,32.394,75.3,,,,
2511,05/19/15 07:00:00 PM,31.472,0.0,,,,
2512,05/19/15 09:00:00 PM,30.558,0.0,,,,
2513,05/19/15 11:00:00 PM,29.352,0.0,,,,
2514,05/20/15 01:00:00 AM,28.060,0.0,,,,
2515,05/20/15 03:00:00 AM,27.370,0.0,,,,
2516,05/20/15 05:00:00 AM,27.173,0.0,,,,
2517,05/20/15 07:00:00 AM,26.683,505.9,,,,
2518,05/20/15 09:00:00 AM,27.567,549.0,,,,
2519,05/20/15 11:00:00 AM,30.154,764.2,,,,
2520,05/20/15 01:00:00 PM,31.880,2325.0,,,,
2521,05/20/15 03:00:00 PM,32.704,775.0,,,,
2522,05/20/15 05:00:00 PM,32.911,21.5,,,,
2523,05/20/15 07:00:00 PM,31.472,0.0,,,,
2524,05/20/15 09:00:00 PM,30.154,0.0,,,,
2525,05/20/15 11:00:00 PM,29.352,0.0,,,,
2526,05/21/15 01:00:00 AM,28.258,0.0,,,,
2527,05/21/15 03:00:00 AM,27.764,0.0,,,,
2528,05/21/15 05:00:00 AM,27.468,0.0,,,,
2529,05/21/15 07:00:00 AM,26.781,10.8,,,,
2530,05/21/15 09:00:00 AM,28.159,505.9,,,,
2531,05/21/15 11:00:00 AM,30.457,721.2,,,,
2532,05/21/15 01:00:00 PM,32.600,7233.4,,,,
2533,05/21/15 03:00:00 PM,33.430,1463.9,,,,
2534,05/21/15 05:00:00 PM,32.807,236.8,,,,
2535,05/21/15 07:00:00 PM,31.676,0.0,,,,
2536,05/21/15 09:00:00 PM,30.457,0.0,,,,
2537,05/21/15 11:00:00 PM,29.252,0.0,,,,
2538,05/22/15 01:00:00 AM,28.357,0.0,,,,
2539,05/22/15 03:00:00 AM,28.159,0.0,,,,
2540,05/22/15 05:00:00 AM,27.173,0.0,,,,
2541,05/22/15 07:00:00 AM,26.781,376.7,,,,
2542,05/22/15 09:00:00 AM,27.665,4822.3,,,,
2543,05/22/15 11:00:00 AM,29.552,4477.8,,,,
2544,05/22/15 01:00:00 PM,31.268,10677.8,,,,
2545,05/22/15 03:00:00 PM,31.574,8266.7,,,,
2546,05/22/15 05:00:00 PM,31.472,1636.1,,,,
2547,05/22/15 07:00:00 PM,30.457,398.3,,,,
2548,05/22/15 09:00:00 PM,29.152,0.0,,,,
2549,05/22/15 11:00:00 PM,28.555,0.0,,,,
2550,05/23/15 01:00:00 AM,27.862,0.0,,,,
2551,05/23/15 03:00:00 AM,26.977,0.0,,,,
2552,05/23/15 05:00:00 AM,26.390,0.0,,,,
2553,05/23/15 07:00:00 AM,25.902,10.8,,,,
2554,05/23/15 09:00:00 AM,26.781,484.4,,,,
2555,05/23/15 11:00:00 AM,28.655,721.2,,,,
2556,05/23/15 01:00:00 PM,29.953,312.2,,,,
2557,05/23/15 03:00:00 PM,30.457,6200.0,,,,
2558,05/23/15 05:00:00 PM,30.457,226.0,,,,
2559,05/23/15 07:00:00 PM,29.452,721.2,,,,
2560,05/23/15 09:00:00 PM,28.159,0.0,,,,
2561,05/23/15 11:00:00 PM,26.879,0.0,,,,
2562,05/24/15 01:00:00 AM,26.097,0.0,,,,
2563,05/24/15 03:00:00 AM,25.513,0.0,,,,
2564,05/24/15 05:00:00 AM,25.222,0.0,,,,
2565,05/24/15 07:00:00 AM,24.835,559.7,,,,
2566,05/24/15 09:00:00 AM,26.000,2066.7,,,,
2567,05/24/15 11:00:00 AM,29.053,22044.6,,,,
2568,05/24/15 01:00:00 PM,31.370,7577.8,,,,
2569,05/24/15 03:00:00 PM,32.394,505.9,,,,
2570,05/24/15 05:00:00 PM,31.880,2927.8,,,,
2571,05/24/15 07:00:00 PM,30.457,32.3,,,,
2572,05/24/15 09:00:00 PM,29.053,0.0,,,,
2573,05/24/15 11:00:00 PM,28.456,0.0,,,,
2574,05/25/15 01:00:00 AM,27.764,0.0,,,,
2575,05/25/15 03:00:00 AM,27.173,0.0,,,,
2576,05/25/15 05:00:00 AM,26.585,0.0,,,,
2577,05/25/15 07:00:00 AM,26.000,43.1,,,,
2578,05/25/15 09:00:00 AM,26.977,172.2,,,,
2579,05/25/15 11:00:00 AM,30.862,38578.0,,,,
2580,05/25/15 01:00:00 PM,32.394,11022.3,,,,
2581,05/25/15 03:00:00 PM,33.222,12400.1,,,,
2582,05/25/15 05:00:00 PM,32.704,1894.5,,,,
2583,05/25/15 07:00:00 PM,31.574,312.2,,,,
2584,05/25/15 09:00:00 PM,29.953,0.0,,,,
2585,05/25/15 11:00:00 PM,28.555,0.0,,,,
2586,05/26/15 01:00:00 AM,27.961,0.0,,,,
2587,05/26/15 03:00:00 AM,27.075,0.0,,,,
2588,05/26/15 05:00:00 AM,26.390,0.0,,,,
2589,05/26/15 07:00:00 AM,25.805,635.1,,,,
2590,05/26/15 09:00:00 AM,26.781,495.1,,,,
2591,05/26/15 11:00:00 AM,29.953,1162.5,,,,
2592,05/26/15 01:00:00 PM,31.778,484.4,,,,
2593,05/26/15 03:00:00 PM,33.118,516.7,,,,
2594,05/26/15 05:00:00 PM,33.014,129.2,,,,
2595,05/26/15 07:00:00 PM,32.291,516.7,,,,
2596,05/26/15 09:00:00 PM,31.268,0.0,,,,
2597,05/26/15 11:00:00 PM,29.853,0.0,,,,
2598,05/27/15 01:00:00 AM,28.853,0.0,,,,
2599,05/27/15 03:00:00 AM,28.060,0.0,,,,
2600,05/27/15 05:00:00 AM,27.272,0.0,,,,
2601,05/27/15 07:00:00 AM,26.683,462.9,,,,
2602,05/27/15 09:00:00 AM,26.879,4305.6,,,,
2603,05/27/15 11:00:00 AM,29.652,742.7,,,,
2604,05/27/15 01:00:00 PM,32.086,958.0,,,,
2605,05/27/15 03:00:00 PM,31.983,409.0,,,,
2606,05/27/15 05:00:00 PM,32.497,107.6,,,,
2607,05/27/15 07:00:00 PM,31.370,247.6,,,,
2608,05/27/15 09:00:00 PM,29.953,0.0,,,,
2609,05/27/15 11:00:00 PM,28.555,0.0,,,,
2610,05/28/15 01:00:00 AM,27.862,0.0,,,,
2611,05/28/15 03:00:00 AM,27.468,0.0,,,,
2612,05/28/15 05:00:00 AM,27.075,0.0,,,,
2613,05/28/15 07:00:00 AM,26.488,484.4,,,,
2614,05/28/15 09:00:00 AM,27.764,4650.0,,,,
2615,05/28/15 11:00:00 AM,30.356,15155.7,,,,
2616,05/28/15 01:00:00 PM,33.222,1808.3,,,,
2617,05/28/15 03:00:00 PM,32.497,828.8,,,,
2618,05/28/15 05:00:00 PM,31.983,3272.2,,,,
2619,05/28/15 07:00:00 PM,30.963,290.6,,,,
2620,05/28/15 09:00:00 PM,29.352,0.0,,,,
2621,05/28/15 11:00:00 PM,28.357,0.0,,,,
2622,05/29/15 01:00:00 AM,27.862,0.0,,,,
2623,05/29/15 03:00:00 AM,27.272,0.0,,,,
2624,05/29/15 05:00:00 AM,26.585,0.0,,,,
2625,05/29/15 07:00:00 AM,25.902,10.8,,,,
2626,05/29/15 09:00:00 AM,26.683,96.9,,,,
2627,05/29/15 11:00:00 AM,29.752,828.8,,,,
2628,05/29/15 01:00:00 PM,31.166,279.9,,,,
2629,05/29/15 03:00:00 PM,32.600,807.3,,,,
2630,05/29/15 05:00:00 PM,31.778,215.3,,,,
2631,05/29/15 07:00:00 PM,30.659,10.8,,,,
2632,05/29/15 09:00:00 PM,29.352,0.0,,,,
2633,05/29/15 11:00:00 PM,28.258,0.0,,,,
2634,05/30/15 01:00:00 AM,27.468,0.0,,,,
2635,05/30/15 03:00:00 AM,27.272,0.0,,,,
2636,05/30/15 05:00:00 AM,26.879,0.0,,,,
2637,05/30/15 07:00:00 AM,26.390,10.8,,,,
2638,05/30/15 09:00:00 AM,27.075,312.2,,,,
2639,05/30/15 11:00:00 AM,29.352,279.9,,,,
2640,05/30/15 01:00:00 PM,31.370,215.3,,,,
2641,05/30/15 03:00:00 PM,32.497,559.7,,,,
2642,05/30/15 05:00:00 PM,30.963,333.7,,,,
2643,05/30/15 07:00:00 PM,29.953,75.3,,,,
2644,05/30/15 09:00:00 PM,28.159,0.0,,,,
2645,05/30/15 11:00:00 PM,26.683,0.0,,,,
2646,05/31/15 01:00:00 AM,26.000,0.0,,,,
2647,05/31/15 03:00:00 AM,25.416,0.0,,,,
2648,05/31/15 05:00:00 AM,24.835,0.0,,,,
2649,05/31/15 07:00:00 AM,24.641,0.0,,,,
2650,05/31/15 09:00:00 AM,24.738,10.8,,,,
2651,05/31/15 11:00:00 AM,26.292,139.9,,,,
2652,05/31/15 01:00:00 PM,29.953,1377.8,,,,
2653,05/31/15 03:00:00 PM,29.853,5338.9,,,,
2654,05/31/15 05:00:00 PM,29.152,301.4,,,,
2655,05/31/15 07:00:00 PM,28.258,21.5,,,,
2656,05/31/15 09:00:00 PM,26.000,0.0,,,,
2657,05/31/15 11:00:00 PM,24.835,0.0,,,,
2658,06/01/15 01:00:00 AM,24.158,0.0,,,,
2659,06/01/15 03:00:00 AM,23.581,0.0,,,,
2660,06/01/15 05:00:00 AM,22.621,0.0,,,,
2661,06/01/15 07:00:00 AM,22.333,86.1,,,,
2662,06/01/15 09:00:00 AM,22.429,1065.6,,,,
2663,06/01/15 11:00:00 AM,23.004,3444.5,,,,
2664,06/01/15 01:00:00 PM,23.869,3272.2,,,,
2665,06/01/15 03:00:00 PM,25.610,322.9,,,,
2666,06/01/15 05:00:00 PM,25.416,43.1,,,,
2667,06/01/15 07:00:00 PM,25.513,0.0,,,,
2668,06/01/15 09:00:00 PM,25.125,0.0,,,,
2669,06/01/15 11:00:00 PM,24.835,0.0,,,,
2670,06/02/15 01:00:00 AM,24.351,0.0,,,,
2671,06/02/15 03:00:00 AM,23.966,0.0,,,,
2672,06/02/15 05:00:00 AM,23.773,0.0,,,,
2673,06/02/15 07:00:00 AM,23.581,150.7,,,,
2674,06/02/15 09:00:00 AM,24.255,4305.6,,,,
2675,06/02/15 11:00:00 AM,25.416,6200.0,,,,
2676,06/02/15 01:00:00 PM,26.292,2583.4,,,,
2677,06/02/15 03:00:00 PM,27.567,2325.0,,,,
2678,06/02/15 05:00:00 PM,27.862,1980.6,,,,
2679,06/02/15 07:00:00 PM,27.370,419.8,,,,
2680,06/02/15 09:00:00 PM,26.683,0.0,,,,
2681,06/02/15 11:00:00 PM,26.097,0.0,,,,
2682,06/03/15 01:00:00 AM,25.610,0.0,,,,
2683,06/03/15 03:00:00 AM,25.319,0.0,,,,
2684,06/03/15 05:00:00 AM,24.738,0.0,,,,
2685,06/03/15 07:00:00 AM,24.545,107.6,,,,
2686,06/03/15 09:00:00 AM,25.319,366.0,,,,
2687,06/03/15 11:00:00 AM,27.468,6544.5,,,,
2688,06/03/15 01:00:00 PM,29.452,5338.9,,,,
2689,06/03/15 03:00:00 PM,29.352,10.8,,,,
2690,06/03/15 05:00:00 PM,28.357,0.0,,,,
2691,06/03/15 07:00:00 PM,27.665,0.0,,,,
2692,06/03/15 09:00:00 PM,27.075,0.0,,,,
2693,06/03/15 11:00:00 PM,26.488,0.0,,,,
2694,06/04/15 01:00:00 AM,26.195,0.0,,,,
2695,06/04/15 03:00:00 AM,25.805,0.0,,,,
2696,06/04/15 05:00:00 AM,25.513,0.0,,,,
2697,06/04/15 07:00:00 AM,25.222,366.0,,,,
2698,06/04/15 09:00:00 AM,26.195,4650.0,,,,
2699,06/04/15 11:00:00 AM,29.053,22044.6,,,,
2700,06/04/15 01:00:00 PM,29.953,107.6,,,,
2701,06/04/15 03:00:00 PM,30.558,204.5,,,,
2702,06/04/15 05:00:00 PM,30.760,43.1,,,,
2703,06/04/15 07:00:00 PM,30.255,32.3,,,,
2704,06/04/15 09:00:00 PM,29.053,0.0,,,,
2705,06/04/15 11:00:00 PM,27.764,0.0,,,,
2706,06/05/15 01:00:00 AM,27.370,0.0,,,,
2707,06/05/15 03:00:00 AM,26.781,0.0,,,,
2708,06/05/15 05:00:00 AM,25.902,0.0,,,,
2709,06/05/15 07:00:00 AM,25.416,0.0,,,,
2710,06/05/15 09:00:00 AM,26.292,11022.3,,,,
2711,06/05/15 11:00:00 AM,28.754,5166.7,,,,
2712,06/05/15 01:00:00 PM,30.659,10677.8,,,,
2713,06/05/15 03:00:00 PM,31.166,290.6,,,,
2714,06/05/15 05:00:00 PM,31.472,96.9,,,,
2715,06/05/15 07:00:00 PM,29.452,1259.4,,,,
2716,06/05/15 09:00:00 PM,28.555,0.0,,,,
2717,06/05/15 11:00:00 PM,27.665,0.0,,,,
2718,06/06/15 01:00:00 AM,26.977,0.0,,,,
2719,06/06/15 03:00:00 AM,26.292,0.0,,,,
2720,06/06/15 05:00:00 AM,25.708,0.0,,,,
2721,06/06/15 07:00:00 AM,25.319,0.0,,,,
2722,06/06/15 09:00:00 AM,26.390,16533.4,,,,
2723,06/06/15 11:00:00 AM,28.655,452.1,,,,
2724,06/06/15 01:00:00 PM,30.558,161.5,,,,
2725,06/06/15 03:00:00 PM,31.268,43.1,,,,
2726,06/06/15 05:00:00 PM,31.574,21.5,,,,
2727,06/06/15 07:00:00 PM,30.457,0.0,,,,
2728,06/06/15 09:00:00 PM,28.754,0.0,,,,
2729,06/06/15 11:00:00 PM,28.060,0.0,,,,
2730,06/07/15 01:00:00 AM,27.272,0.0,,,,
2731,06/07/15 03:00:00 AM,26.683,0.0,,,,
2732,06/07/15 05:00:00 AM,26.097,0.0,,,,
2733,06/07/15 07:00:00 AM,25.513,602.8,,,,
2734,06/07/15 09:00:00 AM,27.370,592.0,,,,
2735,06/07/15 11:00:00 AM,29.152,17222.3,,,,
2736,06/07/15 01:00:00 PM,30.558,18600.1,,,,
2737,06/07/15 03:00:00 PM,31.064,3961.1,,,,
2738,06/07/15 05:00:00 PM,31.370,43.1,,,,
2739,06/07/15 07:00:00 PM,30.255,0.0,,,,
2740,06/07/15 09:00:00 PM,29.053,0.0,,,,
2741,06/07/15 11:00:00 PM,28.060,0.0,,,,
2742,06/08/15 01:00:00 AM,27.075,0.0,,,,
2743,06/08/15 03:00:00 AM,26.488,0.0,,,,
2744,06/08/15 05:00:00 AM,26.097,0.0,,,,
2745,06/08/15 07:00:00 AM,25.513,818.1,,,,
2746,06/08/15 09:00:00 AM,26.683,6200.0,,,,
2747,06/08/15 11:00:00 AM,29.053,6200.0,,,,
2748,06/08/15 01:00:00 PM,31.983,17911.2,,,,
2749,06/08/15 03:00:00 PM,31.676,925.7,,,,
2750,06/08/15 05:00:00 PM,30.558,3444.5,,,,
2751,06/08/15 07:00:00 PM,29.552,1550.0,,,,
2752,06/08/15 09:00:00 PM,28.754,0.0,,,,
2753,06/08/15 11:00:00 PM,27.862,0.0,,,,
2754,06/09/15 01:00:00 AM,26.977,0.0,,,,
2755,06/09/15 03:00:00 AM,25.902,0.0,,,,
2756,06/09/15 05:00:00 AM,25.513,0.0,,,,
2757,06/09/15 07:00:00 AM,25.222,344.4,,,,
2758,06/09/15 09:00:00 AM,26.000,3272.2,,,,
2759,06/09/15 11:00:00 AM,26.683,3444.5,,,,
2760,06/09/15 01:00:00 PM,28.655,10333.4,,,,
2761,06/09/15 03:00:00 PM,29.452,8611.2,,,,
2762,06/09/15 05:00:00 PM,29.953,2066.7,,,,
2763,06/09/15 07:00:00 PM,28.953,1130.2,,,,
2764,06/09/15 09:00:00 PM,28.655,0.0,,,,
2765,06/09/15 11:00:00 PM,27.567,0.0,,,,
2766,06/10/15 01:00:00 AM,26.292,0.0,,,,
2767,06/10/15 03:00:00 AM,25.610,0.0,,,,
2768,06/10/15 05:00:00 AM,25.125,0.0,,,,
2769,06/10/15 07:00:00 AM,24.835,0.0,,,,
2770,06/10/15 09:00:00 AM,25.125,193.8,,,,
2771,06/10/15 11:00:00 AM,26.585,6544.5,,,,
2772,06/10/15 01:00:00 PM,28.357,6544.5,,,,
2773,06/10/15 03:00:00 PM,29.452,667.4,,,,
2774,06/10/15 05:00:00 PM,30.154,3961.1,,,,
2775,06/10/15 07:00:00 PM,29.652,344.4,,,,
2776,06/10/15 09:00:00 PM,28.953,0.0,,,,
2777,06/10/15 11:00:00 PM,28.357,0.0,,,,
2778,06/11/15 01:00:00 AM,27.665,0.0,,,,
2779,06/11/15 03:00:00 AM,27.272,0.0,,,,
2780,06/11/15 05:00:00 AM,26.781,0.0,,,,
2781,06/11/15 07:00:00 AM,26.195,409.0,,,,
2782,06/11/15 09:00:00 AM,28.159,172.2,,,,
2783,06/11/15 11:00:00 AM,30.255,6544.5,,,,
2784,06/11/15 01:00:00 PM,31.574,5511.1,,,,
2785,06/11/15 03:00:00 PM,32.497,559.7,,,,
2786,06/11/15 05:00:00 PM,31.676,150.7,,,,
2787,06/11/15 07:00:00 PM,29.953,0.0,,,,
2788,06/11/15 09:00:00 PM,28.456,0.0,,,,
2789,06/11/15 11:00:00 PM,27.370,0.0,,,,
2790,06/12/15 01:00:00 AM,26.683,0.0,,,,
2791,06/12/15 03:00:00 AM,26.000,0.0,,,,
2792,06/12/15 05:00:00 AM,25.125,0.0,,,,
2793,06/12/15 07:00:00 AM,24.545,893.4,,,,
2794,06/12/15 09:00:00 AM,24.931,4305.6,,,,
2795,06/12/15 11:00:00 AM,27.468,35822.5,,,,
2796,06/12/15 01:00:00 PM,28.853,16533.4,,,,
2797,06/12/15 03:00:00 PM,29.452,4477.8,,,,
2798,06/12/15 05:00:00 PM,29.452,4994.5,,,,
2799,06/12/15 07:00:00 PM,28.953,1636.1,,,,
2800,06/12/15 09:00:00 PM,28.357,0.0,,,,
2801,06/12/15 11:00:00 PM,27.961,0.0,,,,
2802,06/13/15 01:00:00 AM,27.370,0.0,,,,
2803,06/13/15 03:00:00 AM,26.879,0.0,,,,
2804,06/13/15 05:00:00 AM,26.390,0.0,,,,
2805,06/13/15 07:00:00 AM,26.195,376.7,,,,
2806,06/13/15 09:00:00 AM,26.585,3788.9,,,,
2807,06/13/15 11:00:00 AM,28.555,8611.2,,,,
2808,06/13/15 01:00:00 PM,29.252,6544.5,,,,
2809,06/13/15 03:00:00 PM,29.452,4650.0,,,,
2810,06/13/15 05:00:00 PM,29.853,2927.8,,,,
2811,06/13/15 07:00:00 PM,29.853,462.9,,,,
2812,06/13/15 09:00:00 PM,29.352,0.0,,,,
2813,06/13/15 11:00:00 PM,28.655,0.0,,,,
2814,06/14/15 01:00:00 AM,28.357,0.0,,,,
2815,06/14/15 03:00:00 AM,27.764,0.0,,,,
2816,06/14/15 05:00:00 AM,27.272,0.0,,,,
2817,06/14/15 07:00:00 AM,26.781,333.7,,,,
2818,06/14/15 09:00:00 AM,28.159,11711.2,,,,
2819,06/14/15 11:00:00 AM,30.054,11711.2,,,,
2820,06/14/15 01:00:00 PM,31.370,12400.1,,,,
2821,06/14/15 03:00:00 PM,30.963,4305.6,,,,
2822,06/14/15 05:00:00 PM,30.760,2583.4,,,,
2823,06/14/15 07:00:00 PM,30.255,775.0,,,,
2824,06/14/15 09:00:00 PM,29.552,0.0,,,,
2825,06/14/15 11:00:00 PM,28.754,0.0,,,,
2826,06/15/15 01:00:00 AM,28.258,0.0,,,,
2827,06/15/15 03:00:00 AM,27.862,0.0,,,,
2828,06/15/15 05:00:00 AM,27.272,0.0,,,,
2829,06/15/15 07:00:00 AM,26.977,193.8,,,,
2830,06/15/15 09:00:00 AM,27.468,4822.3,,,,
2831,06/15/15 11:00:00 AM,28.456,8611.2,,,,
2832,06/15/15 01:00:00 PM,30.154,3272.2,,,,
2833,06/15/15 03:00:00 PM,31.166,7577.8,,,,
2834,06/15/15 05:00:00 PM,31.166,2497.2,,,,
2835,06/15/15 07:00:00 PM,30.558,1087.2,,,,
2836,06/15/15 09:00:00 PM,29.152,0.0,,,,
2837,06/15/15 11:00:00 PM,28.159,0.0,,,,
2838,06/16/15 01:00:00 AM,27.173,0.0,,,,
2839,06/16/15 03:00:00 AM,26.488,0.0,,,,
2840,06/16/15 05:00:00 AM,26.097,0.0,,,,
2841,06/16/15 07:00:00 AM,25.513,462.9,,,,
2842,06/16/15 09:00:00 AM,25.902,4305.6,,,,
2843,06/16/15 11:00:00 AM,28.953,7577.8,,,,
2844,06/16/15 01:00:00 PM,31.064,204.5,,,,
2845,06/16/15 03:00:00 PM,31.370,10677.8,,,,
2846,06/16/15 05:00:00 PM,31.370,226.0,,,,
2847,06/16/15 07:00:00 PM,30.963,624.3,,,,
2848,06/16/15 09:00:00 PM,29.552,0.0,,,,
2849,06/16/15 11:00:00 PM,28.456,0.0,,,,
2850,06/17/15 01:00:00 AM,27.961,0.0,,,,
2851,06/17/15 03:00:00 AM,27.272,0.0,,,,
2852,06/17/15 05:00:00 AM,26.683,0.0,,,,
2853,06/17/15 07:00:00 AM,26.292,21.5,,,,
2854,06/17/15 09:00:00 AM,28.060,936.5,,,,
2855,06/17/15 11:00:00 AM,30.154,8266.7,,,,
2856,06/17/15 01:00:00 PM,31.268,10333.4,,,,
2857,06/17/15 03:00:00 PM,31.676,3961.1,,,,
2858,06/17/15 05:00:00 PM,31.472,2927.8,,,,
2859,06/17/15 07:00:00 PM,30.457,226.0,,,,
2860,06/17/15 09:00:00 PM,29.953,0.0,,,,
2861,06/17/15 11:00:00 PM,29.252,0.0,,,,
2862,06/18/15 01:00:00 AM,28.060,0.0,,,,
2863,06/18/15 03:00:00 AM,27.075,0.0,,,,
2864,06/18/15 05:00:00 AM,26.390,0.0,,,,
2865,06/18/15 07:00:00 AM,25.805,624.3,,,,
2866,06/18/15 09:00:00 AM,27.075,5338.9,,,,
2867,06/18/15 11:00:00 AM,30.356,38578.0,,,,
2868,06/18/15 01:00:00 PM,30.659,13089.0,,,,
2869,06/18/15 03:00:00 PM,30.963,12400.1,,,,
2870,06/18/15 05:00:00 PM,31.166,3444.5,,,,
2871,06/18/15 07:00:00 PM,28.456,2152.8,,,,
2872,06/18/15 09:00:00 PM,27.862,0.0,,,,
2873,06/18/15 11:00:00 PM,27.272,0.0,,,,
2874,06/19/15 01:00:00 AM,26.488,0.0,,,,
2875,06/19/15 03:00:00 AM,25.902,0.0,,,,
2876,06/19/15 05:00:00 AM,25.610,0.0,,,,
2877,06/19/15 07:00:00 AM,25.416,559.7,,,,
2878,06/19/15 09:00:00 AM,26.000,5338.9,,,,
2879,06/19/15 11:00:00 AM,26.781,269.1,,,,
2880,06/19/15 01:00:00 PM,30.154,60622.6,,,,
2881,06/19/15 03:00:00 PM,30.154,86.1,,,,
2882,06/19/15 05:00:00 PM,30.154,2583.4,,,,
2883,06/19/15 07:00:00 PM,29.352,624.3,,,,
2884,06/19/15 09:00:00 PM,28.357,0.0,,,,
2885,06/19/15 11:00:00 PM,27.665,0.0,,,,
2886,06/20/15 01:00:00 AM,27.173,0.0,,,,
2887,06/20/15 03:00:00 AM,26.781,0.0,,,,
2888,06/20/15 05:00:00 AM,26.488,0.0,,,,
2889,06/20/15 07:00:00 AM,26.195,53.8,,,,
2890,06/20/15 09:00:00 AM,26.488,236.8,,,,
2891,06/20/15 11:00:00 AM,27.862,527.4,,,,
2892,06/20/15 01:00:00 PM,30.760,1808.3,,,,
2893,06/20/15 03:00:00 PM,31.778,731.9,,,,
2894,06/20/15 05:00:00 PM,31.166,172.2,,,,
2895,06/20/15 07:00:00 PM,30.255,635.1,,,,
2896,06/20/15 09:00:00 PM,29.352,0.0,,,,
2897,06/20/15 11:00:00 PM,28.456,0.0,,,,
2898,06/21/15 01:00:00 AM,27.764,0.0,,,,
2899,06/21/15 03:00:00 AM,27.075,0.0,,,,
2900,06/21/15 05:00:00 AM,26.683,0.0,,,,
2901,06/21/15 07:00:00 AM,26.000,387.5,,,,
2902,06/21/15 09:00:00 AM,27.075,19977.9,,,,
2903,06/21/15 11:00:00 AM,29.853,1324.0,,,,
2904,06/21/15 01:00:00 PM,31.574,613.5,,,,
2905,06/21/15 03:00:00 PM,31.370,10677.8,,,,
2906,06/21/15 05:00:00 PM,31.268,5166.7,,,,
2907,06/21/15 07:00:00 PM,30.457,624.3,,,,
2908,06/21/15 09:00:00 PM,29.652,0.0,,,,
2909,06/21/15 11:00:00 PM,28.953,0.0,,,,
2910,06/22/15 01:00:00 AM,28.258,0.0,,,,
2911,06/22/15 03:00:00 AM,28.159,0.0,,,,
2912,06/22/15 05:00:00 AM,27.272,0.0,,,,
2913,06/22/15 07:00:00 AM,26.195,484.4,,,,
2914,06/22/15 09:00:00 AM,27.075,5511.1,,,,
2915,06/22/15 11:00:00 AM,29.252,11022.3,,,,
2916,06/22/15 01:00:00 PM,31.064,16533.4,,,,
2917,06/22/15 03:00:00 PM,31.778,893.4,,,,
2918,06/22/15 05:00:00 PM,31.370,150.7,,,,
2919,06/22/15 07:00:00 PM,30.356,731.9,,,,
2920,06/22/15 09:00:00 PM,29.352,0.0,,,,
2921,06/22/15 11:00:00 PM,28.555,0.0,,,,
2922,06/23/15 01:00:00 AM,27.961,0.0,,,,
2923,06/23/15 03:00:00 AM,27.075,0.0,,,,
2924,06/23/15 05:00:00 AM,26.488,0.0,,,,
2925,06/23/15 07:00:00 AM,25.805,10.8,,,,
2926,06/23/15 09:00:00 AM,27.665,4133.4,,,,
2927,06/23/15 11:00:00 AM,29.152,5511.1,,,,
2928,06/23/15 01:00:00 PM,31.268,16533.4,,,,
2929,06/23/15 03:00:00 PM,31.880,52355.9,,,,
2930,06/23/15 05:00:00 PM,31.166,3788.9,,,,
2931,06/23/15 07:00:00 PM,30.154,925.7,,,,
2932,06/23/15 09:00:00 PM,28.853,0.0,,,,
2933,06/23/15 11:00:00 PM,27.075,0.0,,,,
