"Título de trazado: 2271278"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 2271278, SEN S/N: 2271278)","Intensidad, lux (LGR S/N: 2271278, SEN S/N: 2271278)","Batería mala (LGR S/N: 2271278)","Acoplador adjunto (LGR S/N: 2271278)","Host conectado (LGR S/N: 2271278)","Parado (LGR S/N: 2271278)","Final de archivo (LGR S/N: 2271278)"
1131,01/24/15 06:00:00 PM,23.004,925.7,,,,,
1132,01/24/15 08:00:00 PM,23.004,0.0,,,,,
1133,01/24/15 10:00:00 PM,23.004,0.0,,,,,
1134,01/25/15 12:00:00 AM,23.004,0.0,,,,,
1135,01/25/15 02:00:00 AM,23.004,0.0,,,,,
1136,01/25/15 04:00:00 AM,23.004,0.0,,,,,
1137,01/25/15 06:00:00 AM,23.004,0.0,,,,,
1138,01/25/15 08:00:00 AM,23.100,129.2,,,,,
1139,01/25/15 10:00:00 AM,23.388,4133.4,,,,,
1140,01/25/15 12:00:00 PM,24.738,21355.7,,,,,
1141,01/25/15 02:00:00 PM,24.545,5166.7,,,,,
1142,01/25/15 04:00:00 PM,24.738,4822.3,,,,,
1143,01/25/15 06:00:00 PM,24.835,344.4,,,,,
1144,01/25/15 08:00:00 PM,24.448,0.0,,,,,
1145,01/25/15 10:00:00 PM,24.158,0.0,,,,,
1146,01/26/15 12:00:00 AM,24.158,0.0,,,,,
1147,01/26/15 02:00:00 AM,24.255,0.0,,,,,
1148,01/26/15 04:00:00 AM,24.158,0.0,,,,,
1149,01/26/15 06:00:00 AM,24.158,0.0,,,,,
1150,01/26/15 08:00:00 AM,24.158,53.8,,,,,
1151,01/26/15 10:00:00 AM,24.448,1808.3,,,,,
1152,01/26/15 12:00:00 PM,24.931,7233.4,,,,,
1153,01/26/15 02:00:00 PM,24.835,979.5,,,,,
1154,01/26/15 04:00:00 PM,24.835,1377.8,,,,,
1155,01/26/15 06:00:00 PM,24.641,452.1,,,,,
1156,01/26/15 08:00:00 PM,24.545,0.0,,,,,
1157,01/26/15 10:00:00 PM,24.545,0.0,,,,,
1158,01/27/15 12:00:00 AM,24.448,0.0,,,,,
1159,01/27/15 02:00:00 AM,24.351,0.0,,,,,
1160,01/27/15 04:00:00 AM,24.255,0.0,,,,,
1161,01/27/15 06:00:00 AM,23.966,0.0,,,,,
1162,01/27/15 08:00:00 AM,23.773,107.6,,,,,
1163,01/27/15 10:00:00 AM,24.062,2755.6,,,,,
1164,01/27/15 12:00:00 PM,26.097,11711.2,,,,,
1165,01/27/15 02:00:00 PM,25.222,3961.1,,,,,
1166,01/27/15 04:00:00 PM,24.738,86.1,,,,,
1167,01/27/15 06:00:00 PM,24.448,0.0,,,,,
1168,01/27/15 08:00:00 PM,24.351,0.0,,,,,
1169,01/27/15 10:00:00 PM,24.255,0.0,,,,,
1170,01/28/15 12:00:00 AM,24.158,0.0,,,,,
1171,01/28/15 02:00:00 AM,23.966,0.0,,,,,
1172,01/28/15 04:00:00 AM,23.773,0.0,,,,,
1173,01/28/15 06:00:00 AM,23.581,0.0,,,,,
1174,01/28/15 08:00:00 AM,23.196,0.0,,,,,
1175,01/28/15 10:00:00 AM,23.388,53.8,,,,,
1176,01/28/15 12:00:00 PM,24.448,172.2,,,,,
1177,01/28/15 02:00:00 PM,24.641,96.9,,,,,
1178,01/28/15 04:00:00 PM,24.738,21.5,,,,,
1179,01/28/15 06:00:00 PM,24.738,0.0,,,,,
1180,01/28/15 08:00:00 PM,24.738,0.0,,,,,
1181,01/28/15 10:00:00 PM,24.448,0.0,,,,,
1182,01/29/15 12:00:00 AM,24.062,0.0,,,,,
1183,01/29/15 02:00:00 AM,23.773,0.0,,,,,
1184,01/29/15 04:00:00 AM,23.581,0.0,,,,,
1185,01/29/15 06:00:00 AM,23.388,0.0,,,,,
1186,01/29/15 08:00:00 AM,23.100,0.0,,,,,
1187,01/29/15 10:00:00 AM,23.196,32.3,,,,,
1188,01/29/15 12:00:00 PM,24.448,258.3,,,,,
1189,01/29/15 02:00:00 PM,24.835,129.2,,,,,
1190,01/29/15 04:00:00 PM,24.931,21.5,,,,,
1191,01/29/15 06:00:00 PM,25.125,0.0,,,,,
1192,01/29/15 08:00:00 PM,25.222,0.0,,,,,
1193,01/29/15 10:00:00 PM,24.835,0.0,,,,,
1194,01/30/15 12:00:00 AM,24.738,0.0,,,,,
1195,01/30/15 02:00:00 AM,24.738,0.0,,,,,
1196,01/30/15 04:00:00 AM,24.835,0.0,,,,,
1197,01/30/15 06:00:00 AM,24.931,0.0,,,,,
1198,01/30/15 08:00:00 AM,24.931,0.0,,,,,
1199,01/30/15 10:00:00 AM,24.931,53.8,,,,,
1200,01/30/15 12:00:00 PM,25.513,247.6,,,,,
1201,01/30/15 02:00:00 PM,25.902,183.0,,,,,
1202,01/30/15 04:00:00 PM,26.097,53.8,,,,,
1203,01/30/15 06:00:00 PM,25.902,0.0,,,,,
1204,01/30/15 08:00:00 PM,25.610,0.0,,,,,
1205,01/30/15 10:00:00 PM,25.513,0.0,,,,,
1206,01/31/15 12:00:00 AM,25.513,0.0,,,,,
1207,01/31/15 02:00:00 AM,25.222,0.0,,,,,
1208,01/31/15 04:00:00 AM,24.931,0.0,,,,,
1209,01/31/15 06:00:00 AM,24.738,0.0,,,,,
1210,01/31/15 08:00:00 AM,24.448,0.0,,,,,
1211,01/31/15 10:00:00 AM,24.448,32.3,,,,,
1212,01/31/15 12:00:00 PM,25.708,204.5,,,,,
1213,01/31/15 02:00:00 PM,26.000,64.6,,,,,
1214,01/31/15 04:00:00 PM,26.292,43.1,,,,,
1215,01/31/15 06:00:00 PM,26.390,0.0,,,,,
1216,01/31/15 08:00:00 PM,26.390,0.0,,,,,
1217,01/31/15 10:00:00 PM,26.000,0.0,,,,,
1218,02/01/15 12:00:00 AM,25.610,0.0,,,,,
1219,02/01/15 02:00:00 AM,25.222,0.0,,,,,
1220,02/01/15 04:00:00 AM,25.125,0.0,,,,,
1221,02/01/15 06:00:00 AM,24.835,0.0,,,,,
1222,02/01/15 08:00:00 AM,24.641,0.0,,,,,
1223,02/01/15 10:00:00 AM,24.738,21.5,,,,,
1224,02/01/15 12:00:00 PM,26.000,861.1,,,,,
1225,02/01/15 02:00:00 PM,26.097,21.5,,,,,
1226,02/01/15 04:00:00 PM,26.488,0.0,,,,,
1227,02/01/15 06:00:00 PM,26.977,0.0,,,,,
1228,02/01/15 08:00:00 PM,27.272,0.0,,,,,
1229,02/01/15 10:00:00 PM,27.272,0.0,,,,,
1230,02/02/15 12:00:00 AM,26.977,0.0,,,,,
1231,02/02/15 02:00:00 AM,26.683,0.0,,,,,
1232,02/02/15 04:00:00 AM,26.488,0.0,,,,,
1233,02/02/15 06:00:00 AM,26.292,0.0,,,,,
1234,02/02/15 08:00:00 AM,26.292,0.0,,,,,
1235,02/02/15 10:00:00 AM,26.488,21.5,,,,,
1236,02/02/15 12:00:00 PM,26.879,107.6,,,,,
1237,02/02/15 02:00:00 PM,27.173,53.8,,,,,
1238,02/02/15 04:00:00 PM,27.370,21.5,,,,,
1239,02/02/15 06:00:00 PM,27.370,0.0,,,,,
1240,02/02/15 08:00:00 PM,27.370,0.0,,,,,
1241,02/02/15 10:00:00 PM,27.272,0.0,,,,,
1242,02/03/15 12:00:00 AM,27.075,0.0,,,,,
1243,02/03/15 02:00:00 AM,26.879,0.0,,,,,
1244,02/03/15 04:00:00 AM,26.585,0.0,,,,,
1245,02/03/15 06:00:00 AM,26.195,0.0,,,,,
1246,02/03/15 08:00:00 AM,26.000,0.0,,,,,
1247,02/03/15 10:00:00 AM,26.000,0.0,,,,,
1248,02/03/15 12:00:00 PM,26.000,0.0,,,,,
1249,02/03/15 02:00:00 PM,26.000,10.8,,,,,
1250,02/03/15 04:00:00 PM,26.097,43.1,,,,,
1251,02/03/15 06:00:00 PM,26.097,0.0,,,,,
1252,02/03/15 08:00:00 PM,26.000,0.0,,,,,
1253,02/03/15 10:00:00 PM,25.902,0.0,,,,,
1254,02/04/15 12:00:00 AM,25.708,0.0,,,,,
1255,02/04/15 02:00:00 AM,25.708,0.0,,,,,
1256,02/04/15 04:00:00 AM,25.708,0.0,,,,,
1257,02/04/15 06:00:00 AM,25.610,0.0,,,,,
1258,02/04/15 08:00:00 AM,25.610,0.0,,,,,
1259,02/04/15 10:00:00 AM,25.708,32.3,,,,,
1260,02/04/15 12:00:00 PM,26.000,32.3,,,,,
1261,02/04/15 02:00:00 PM,25.902,0.0,,,,,
1262,02/04/15 04:00:00 PM,26.097,64.6,,,,,
1263,02/04/15 06:00:00 PM,25.902,0.0,,,,,
1264,02/04/15 08:00:00 PM,25.708,0.0,,,,,
1265,02/04/15 10:00:00 PM,25.610,0.0,,,,,
1266,02/05/15 12:00:00 AM,25.708,0.0,,,,,
1267,02/05/15 02:00:00 AM,25.513,0.0,,,,,
1268,02/05/15 04:00:00 AM,25.513,0.0,,,,,
1269,02/05/15 06:00:00 AM,25.319,0.0,,,,,
1270,02/05/15 08:00:00 AM,25.319,0.0,,,,,
1271,02/05/15 10:00:00 AM,25.416,0.0,,,,,
1272,02/05/15 12:00:00 PM,25.610,86.1,,,,,
1273,02/05/15 02:00:00 PM,25.610,0.0,,,,,
1274,02/05/15 04:00:00 PM,25.513,75.3,,,,,
1275,02/05/15 06:00:00 PM,25.319,0.0,,,,,
1276,02/05/15 08:00:00 PM,25.319,0.0,,,,,
1277,02/05/15 10:00:00 PM,25.319,0.0,,,,,
1278,02/06/15 12:00:00 AM,25.222,0.0,,,,,
1279,02/06/15 02:00:00 AM,24.931,0.0,,,,,
1280,02/06/15 04:00:00 AM,24.835,0.0,,,,,
1281,02/06/15 06:00:00 AM,24.545,0.0,,,,,
1282,02/06/15 08:00:00 AM,24.448,0.0,,,,,
1283,02/06/15 10:00:00 AM,24.448,43.1,,,,,
1284,02/06/15 12:00:00 PM,25.513,215.3,,,,,
1285,02/06/15 02:00:00 PM,25.416,75.3,,,,,
1286,02/06/15 04:00:00 PM,25.125,43.1,,,,,
1287,02/06/15 06:00:00 PM,24.931,10.8,,,,,
1288,02/06/15 08:00:00 PM,24.931,0.0,,,,,
1289,02/06/15 10:00:00 PM,24.931,0.0,,,,,
1290,02/07/15 12:00:00 AM,24.738,0.0,,,,,
1291,02/07/15 02:00:00 AM,24.545,0.0,,,,,
1292,02/07/15 04:00:00 AM,24.351,0.0,,,,,
1293,02/07/15 06:00:00 AM,24.158,0.0,,,,,
1294,02/07/15 08:00:00 AM,23.966,0.0,,,,,
1295,02/07/15 10:00:00 AM,24.158,150.7,,,,,
1296,02/07/15 12:00:00 PM,24.641,86.1,,,,,
1297,02/07/15 02:00:00 PM,24.931,10.8,,,,,
1298,02/07/15 04:00:00 PM,24.931,0.0,,,,,
1299,02/07/15 06:00:00 PM,24.931,0.0,,,,,
1300,02/07/15 08:00:00 PM,24.931,0.0,,,,,
1301,02/07/15 10:00:00 PM,24.835,0.0,,,,,
1302,02/08/15 12:00:00 AM,24.641,0.0,,,,,
1303,02/08/15 02:00:00 AM,24.545,0.0,,,,,
1304,02/08/15 04:00:00 AM,24.158,0.0,,,,,
1305,02/08/15 06:00:00 AM,23.966,0.0,,,,,
1306,02/08/15 08:00:00 AM,23.773,0.0,,,,,
1307,02/08/15 10:00:00 AM,23.773,43.1,,,,,
1308,02/08/15 12:00:00 PM,24.931,1022.6,,,,,
1309,02/08/15 02:00:00 PM,25.416,86.1,,,,,
1310,02/08/15 04:00:00 PM,25.805,21.5,,,,,
1311,02/08/15 06:00:00 PM,26.000,0.0,,,,,
1312,02/08/15 08:00:00 PM,26.000,0.0,,,,,
1313,02/08/15 10:00:00 PM,25.805,0.0,,,,,
1314,02/09/15 12:00:00 AM,25.416,0.0,,,,,
1315,02/09/15 02:00:00 AM,25.125,0.0,,,,,
1316,02/09/15 04:00:00 AM,24.931,0.0,,,,,
1317,02/09/15 06:00:00 AM,24.641,0.0,,,,,
1318,02/09/15 08:00:00 AM,24.448,0.0,,,,,
1319,02/09/15 10:00:00 AM,24.545,43.1,,,,,
1320,02/09/15 12:00:00 PM,26.292,839.6,,,,,
1321,02/09/15 02:00:00 PM,26.488,75.3,,,,,
1322,02/09/15 04:00:00 PM,26.683,86.1,,,,,
1323,02/09/15 06:00:00 PM,25.513,0.0,,,,,
1324,02/09/15 08:00:00 PM,25.319,0.0,,,,,
1325,02/09/15 10:00:00 PM,25.222,0.0,,,,,
1326,02/10/15 12:00:00 AM,24.931,0.0,,,,,
1327,02/10/15 02:00:00 AM,24.931,0.0,,,,,
1328,02/10/15 04:00:00 AM,24.835,0.0,,,,,
1329,02/10/15 06:00:00 AM,24.738,0.0,,,,,
1330,02/10/15 08:00:00 AM,24.931,0.0,,,,,
1331,02/10/15 10:00:00 AM,25.610,86.1,,,,,
1332,02/10/15 12:00:00 PM,27.862,161.5,,,,,
1333,02/10/15 02:00:00 PM,27.665,193.8,,,,,
1334,02/10/15 04:00:00 PM,26.781,129.2,,,,,
1335,02/10/15 06:00:00 PM,26.488,0.0,,,,,
1336,02/10/15 08:00:00 PM,26.195,0.0,,,,,
1337,02/10/15 10:00:00 PM,25.902,0.0,,,,,
1338,02/11/15 12:00:00 AM,25.610,0.0,,,,,
1339,02/11/15 02:00:00 AM,25.319,0.0,,,,,
1340,02/11/15 04:00:00 AM,24.931,0.0,,,,,
1341,02/11/15 06:00:00 AM,24.835,0.0,,,,,
1342,02/11/15 08:00:00 AM,24.641,0.0,,,,,
1343,02/11/15 10:00:00 AM,24.641,86.1,,,,,
1344,02/11/15 12:00:00 PM,25.708,785.8,,,,,
1345,02/11/15 02:00:00 PM,26.195,258.3,,,,,
1346,02/11/15 04:00:00 PM,26.292,86.1,,,,,
1347,02/11/15 06:00:00 PM,25.902,581.3,,,,,
1348,02/11/15 08:00:00 PM,25.222,0.0,,,,,
1349,02/11/15 10:00:00 PM,24.641,0.0,,,,,
1350,02/12/15 12:00:00 AM,23.966,0.0,,,,,
1351,02/12/15 02:00:00 AM,23.292,0.0,,,,,
1352,02/12/15 04:00:00 AM,22.621,0.0,,,,,
1353,02/12/15 06:00:00 AM,22.238,0.0,,,,,
1354,02/12/15 08:00:00 AM,21.951,0.0,,,,,
1355,02/12/15 10:00:00 AM,21.664,409.0,,,,,
1356,02/12/15 12:00:00 PM,22.525,1291.7,,,,,
1357,02/12/15 02:00:00 PM,23.196,279.9,,,,,
1358,02/12/15 04:00:00 PM,23.581,409.0,,,,,
1359,02/12/15 06:00:00 PM,23.484,86.1,,,,,
1360,02/12/15 08:00:00 PM,23.100,0.0,,,,,
1361,02/12/15 10:00:00 PM,22.717,0.0,,,,,
1362,02/13/15 12:00:00 AM,22.525,0.0,,,,,
1363,02/13/15 02:00:00 AM,22.238,0.0,,,,,
1364,02/13/15 04:00:00 AM,22.046,0.0,,,,,
1365,02/13/15 06:00:00 AM,21.855,0.0,,,,,
1366,02/13/15 08:00:00 AM,21.569,0.0,,,,,
1367,02/13/15 10:00:00 AM,21.664,301.4,,,,,
1368,02/13/15 12:00:00 PM,22.812,344.4,,,,,
1369,02/13/15 02:00:00 PM,22.908,226.0,,,,,
1370,02/13/15 04:00:00 PM,23.004,322.9,,,,,
1371,02/13/15 06:00:00 PM,23.004,21.5,,,,,
1372,02/13/15 08:00:00 PM,22.717,0.0,,,,,
1373,02/13/15 10:00:00 PM,22.333,0.0,,,,,
1374,02/14/15 12:00:00 AM,21.855,0.0,,,,,
1375,02/14/15 02:00:00 AM,21.569,0.0,,,,,
1376,02/14/15 04:00:00 AM,21.187,0.0,,,,,
1377,02/14/15 06:00:00 AM,20.996,0.0,,,,,
1378,02/14/15 08:00:00 AM,20.710,21.5,,,,,
1379,02/14/15 10:00:00 AM,20.996,527.4,,,,,
1380,02/14/15 12:00:00 PM,22.812,6544.5,,,,,
1381,02/14/15 02:00:00 PM,23.100,6544.5,,,,,
1382,02/14/15 04:00:00 PM,23.004,10.8,,,,,
1383,02/14/15 06:00:00 PM,23.004,1808.3,,,,,
1384,02/14/15 08:00:00 PM,22.908,0.0,,,,,
1385,02/14/15 10:00:00 PM,22.812,0.0,,,,,
1386,02/15/15 12:00:00 AM,22.429,0.0,,,,,
1387,02/15/15 02:00:00 AM,21.855,0.0,,,,,
1388,02/15/15 04:00:00 AM,21.473,0.0,,,,,
1389,02/15/15 06:00:00 AM,21.378,0.0,,,,,
1390,02/15/15 08:00:00 AM,21.091,0.0,,,,,
1391,02/15/15 10:00:00 AM,21.282,4650.0,,,,,
1392,02/15/15 12:00:00 PM,23.773,1151.7,,,,,
1393,02/15/15 02:00:00 PM,23.581,258.3,,,,,
1394,02/15/15 04:00:00 PM,23.196,398.3,,,,,
1395,02/15/15 06:00:00 PM,23.292,53.8,,,,,
1396,02/15/15 08:00:00 PM,23.100,0.0,,,,,
1397,02/15/15 10:00:00 PM,22.812,0.0,,,,,
1398,02/16/15 12:00:00 AM,22.621,0.0,,,,,
1399,02/16/15 02:00:00 AM,22.333,0.0,,,,,
1400,02/16/15 04:00:00 AM,22.046,0.0,,,,,
1401,02/16/15 06:00:00 AM,21.664,0.0,,,,,
1402,02/16/15 08:00:00 AM,21.282,0.0,,,,,
1403,02/16/15 10:00:00 AM,21.282,699.7,,,,,
1404,02/16/15 12:00:00 PM,23.966,6544.5,,,,,
1405,02/16/15 02:00:00 PM,24.158,43.1,,,,,
1406,02/16/15 04:00:00 PM,24.062,86.1,,,,,
1407,02/16/15 06:00:00 PM,24.158,0.0,,,,,
1408,02/16/15 08:00:00 PM,24.062,0.0,,,,,
1409,02/16/15 10:00:00 PM,23.966,0.0,,,,,
1410,02/17/15 12:00:00 AM,23.581,0.0,,,,,
1411,02/17/15 02:00:00 AM,23.388,0.0,,,,,
1412,02/17/15 04:00:00 AM,23.004,0.0,,,,,
1413,02/17/15 06:00:00 AM,22.621,0.0,,,,,
1414,02/17/15 08:00:00 AM,22.238,0.0,,,,,
1415,02/17/15 10:00:00 AM,22.333,269.1,,,,,
1416,02/17/15 12:00:00 PM,24.545,3616.7,,,,,
1417,02/17/15 02:00:00 PM,25.416,1980.6,,,,,
1418,02/17/15 04:00:00 PM,25.610,6544.5,,,,,
1419,02/17/15 06:00:00 PM,25.319,129.2,,,,,
1420,02/17/15 08:00:00 PM,24.738,0.0,,,,,
1421,02/17/15 10:00:00 PM,24.545,0.0,,,,,
1422,02/18/15 12:00:00 AM,24.351,0.0,,,,,
1423,02/18/15 02:00:00 AM,24.158,0.0,,,,,
1424,02/18/15 04:00:00 AM,23.869,0.0,,,,,
1425,02/18/15 06:00:00 AM,23.677,0.0,,,,,
1426,02/18/15 08:00:00 AM,23.484,0.0,,,,,
1427,02/18/15 10:00:00 AM,23.388,129.2,,,,,
1428,02/18/15 12:00:00 PM,23.292,150.7,,,,,
1429,02/18/15 02:00:00 PM,23.004,516.7,,,,,
1430,02/18/15 04:00:00 PM,20.901,559.7,Registrado,,,,
1431,02/18/15 06:00:00 PM,24.545,527.4,,,,,
1432,02/18/15 08:00:00 PM,24.255,0.0,,,,,
1433,02/18/15 10:00:00 PM,24.158,0.0,,,,,
1434,02/19/15 12:00:00 AM,24.158,0.0,,,,,
1435,02/19/15 02:00:00 AM,24.158,0.0,,,,,
1436,02/19/15 04:00:00 AM,24.255,0.0,,,,,
1437,02/19/15 06:00:00 AM,24.351,0.0,,,,,
1438,02/19/15 08:00:00 AM,24.255,0.0,,,,,
1439,02/19/15 10:00:00 AM,24.351,53.8,,,,,
1440,02/19/15 12:00:00 PM,24.158,193.8,,,,,
1441,02/19/15 02:00:00 PM,24.351,968.8,,,,,
1442,02/19/15 04:00:00 PM,24.931,624.3,,,,,
1443,02/19/15 06:00:00 PM,24.738,43.1,,,,,
1444,02/19/15 08:00:00 PM,24.545,0.0,,,,,
1445,02/19/15 10:00:00 PM,24.351,0.0,,,,,
1446,02/20/15 12:00:00 AM,24.448,0.0,,,,,
1447,02/20/15 02:00:00 AM,24.158,0.0,,,,,
1448,02/20/15 04:00:00 AM,23.966,0.0,,,,,
1449,02/20/15 06:00:00 AM,23.773,0.0,,,,,
1450,02/20/15 08:00:00 AM,23.677,0.0,,,,,
1451,02/20/15 10:00:00 AM,23.773,559.7,,,,,
1452,02/20/15 12:00:00 PM,25.902,4133.4,,,,,
1453,02/20/15 02:00:00 PM,25.708,376.7,,,,,
1454,02/20/15 04:00:00 PM,26.097,592.0,,,,,
1455,02/20/15 06:00:00 PM,25.708,139.9,,,,,
1456,02/20/15 08:00:00 PM,25.125,0.0,,,,,
1457,02/20/15 10:00:00 PM,25.222,0.0,,,,,
1458,02/21/15 12:00:00 AM,25.125,0.0,,,,,
1459,02/21/15 02:00:00 AM,24.931,0.0,,,,,
1460,02/21/15 04:00:00 AM,24.835,0.0,,,,,
1461,02/21/15 06:00:00 AM,24.545,0.0,,,,,
1462,02/21/15 08:00:00 AM,24.545,0.0,,,,,
1463,02/21/15 10:00:00 AM,24.545,53.8,,,,,
1464,02/21/15 12:00:00 PM,26.390,592.0,,,,,
1465,02/21/15 02:00:00 PM,27.075,64.6,,,,,
1466,02/21/15 04:00:00 PM,27.173,10.8,,,,,
1467,02/21/15 06:00:00 PM,27.468,21.5,,,,,
1468,02/21/15 08:00:00 PM,27.468,0.0,,,,,
1469,02/21/15 10:00:00 PM,27.075,0.0,,,,,
1470,02/22/15 12:00:00 AM,26.879,0.0,,,,,
1471,02/22/15 02:00:00 AM,26.292,0.0,,,,,
1472,02/22/15 04:00:00 AM,26.000,0.0,,,,,
1473,02/22/15 06:00:00 AM,25.708,0.0,,,,,
1474,02/22/15 08:00:00 AM,25.416,10.8,,,,,
1475,02/22/15 10:00:00 AM,25.319,269.1,,,,,
1476,02/22/15 12:00:00 PM,27.370,3100.0,,,,,
1477,02/22/15 02:00:00 PM,28.060,796.5,,,,,
1478,02/22/15 04:00:00 PM,27.961,3444.5,,,,,
1479,02/22/15 06:00:00 PM,28.357,1205.6,,,,,
1480,02/22/15 08:00:00 PM,28.456,0.0,,,,,
1481,02/22/15 10:00:00 PM,28.456,0.0,,,,,
1482,02/23/15 12:00:00 AM,28.060,0.0,,,,,
1483,02/23/15 02:00:00 AM,27.567,0.0,,,,,
1484,02/23/15 04:00:00 AM,27.370,0.0,,,,,
1485,02/23/15 06:00:00 AM,27.173,0.0,,,,,
1486,02/23/15 08:00:00 AM,27.075,10.8,,,,,
1487,02/23/15 10:00:00 AM,27.173,613.5,,,,,
1488,02/23/15 12:00:00 PM,27.961,775.0,,,,,
1489,02/23/15 02:00:00 PM,28.754,602.8,,,,,
1490,02/23/15 04:00:00 PM,29.152,430.6,,,,,
1491,02/23/15 06:00:00 PM,28.953,43.1,,,,,
1492,02/23/15 08:00:00 PM,28.555,0.0,,,,,
1493,02/23/15 10:00:00 PM,28.258,0.0,,,,,
1494,02/24/15 12:00:00 AM,27.764,0.0,,,,,
1495,02/24/15 02:00:00 AM,27.468,0.0,,,,,
1496,02/24/15 04:00:00 AM,27.567,0.0,,,,,
1497,02/24/15 06:00:00 AM,27.272,0.0,,,,,
1498,02/24/15 08:00:00 AM,27.075,43.1,,,,,
1499,02/24/15 10:00:00 AM,27.370,226.0,,,,,
1500,02/24/15 12:00:00 PM,27.862,27555.7,,,,,
1501,02/24/15 02:00:00 PM,28.357,13089.0,,,,,
1502,02/24/15 04:00:00 PM,28.258,2325.0,,,,,
1503,02/24/15 06:00:00 PM,28.060,2325.0,,,,,
1504,02/24/15 08:00:00 PM,27.665,0.0,,,,,
1505,02/24/15 10:00:00 PM,27.567,0.0,,,,,
1506,02/25/15 12:00:00 AM,27.665,0.0,,,,,
1507,02/25/15 02:00:00 AM,27.468,0.0,,,,,
1508,02/25/15 04:00:00 AM,26.879,0.0,,,,,
1509,02/25/15 06:00:00 AM,26.585,0.0,,,,,
1510,02/25/15 08:00:00 AM,26.585,839.6,,,,,
1511,02/25/15 10:00:00 AM,26.683,4477.8,,,,,
1512,02/25/15 12:00:00 PM,29.552,93689.5,,,,,
1513,02/25/15 02:00:00 PM,28.555,5166.7,,,,,
1514,02/25/15 04:00:00 PM,28.853,3100.0,,,,,
1515,02/25/15 06:00:00 PM,29.252,1216.3,,,,,
1516,02/25/15 08:00:00 PM,29.252,0.0,,,,,
1517,02/25/15 10:00:00 PM,28.853,0.0,,,,,
1518,02/26/15 12:00:00 AM,28.357,0.0,,,,,
1519,02/26/15 02:00:00 AM,28.456,0.0,,,,,
1520,02/26/15 04:00:00 AM,28.258,0.0,,,,,
1521,02/26/15 06:00:00 AM,27.961,0.0,,,,,
1522,02/26/15 08:00:00 AM,27.764,0.0,,,,,
1523,02/26/15 10:00:00 AM,27.862,32.3,,,,,
1524,02/26/15 12:00:00 PM,28.357,64.6,,,,,
1525,02/26/15 02:00:00 PM,28.953,43.1,,,,,
1526,02/26/15 04:00:00 PM,28.953,53.8,,,,,
1527,02/26/15 06:00:00 PM,28.754,0.0,,,,,
1528,02/26/15 08:00:00 PM,28.357,0.0,,,,,
1529,02/26/15 10:00:00 PM,28.159,0.0,,,,,
1530,02/27/15 12:00:00 AM,27.961,0.0,,,,,
1531,02/27/15 02:00:00 AM,27.370,0.0,,,,,
1532,02/27/15 04:00:00 AM,27.075,0.0,,,,,
1533,02/27/15 06:00:00 AM,26.977,0.0,,,,,
1534,02/27/15 08:00:00 AM,26.390,0.0,,,,,
1535,02/27/15 10:00:00 AM,26.292,204.5,,,,,
1536,02/27/15 12:00:00 PM,26.292,183.0,,,,,
1537,02/27/15 02:00:00 PM,26.488,312.2,,,,,
1538,02/27/15 04:00:00 PM,26.585,376.7,,,,,
1539,02/27/15 06:00:00 PM,26.781,247.6,,,,,
1540,02/27/15 08:00:00 PM,26.585,0.0,,,,,
1541,02/27/15 10:00:00 PM,26.390,0.0,,,,,
1542,02/28/15 12:00:00 AM,26.488,0.0,,,,,
1543,02/28/15 02:00:00 AM,26.390,0.0,,,,,
1544,02/28/15 04:00:00 AM,26.292,0.0,,,,,
1545,02/28/15 06:00:00 AM,25.902,0.0,,,,,
1546,02/28/15 08:00:00 AM,25.708,43.1,,,,,
1547,02/28/15 10:00:00 AM,25.805,172.2,,,,,
1548,02/28/15 12:00:00 PM,26.097,312.2,,,,,
1549,02/28/15 02:00:00 PM,26.390,312.2,,,,,
1550,02/28/15 04:00:00 PM,26.585,5166.7,,,,,
1551,02/28/15 06:00:00 PM,26.879,107.6,,,,,
1552,02/28/15 08:00:00 PM,26.977,0.0,,,,,
1553,02/28/15 10:00:00 PM,26.781,0.0,,,,,
1554,03/01/15 12:00:00 AM,26.683,0.0,,,,,
1555,03/01/15 02:00:00 AM,26.488,0.0,,,,,
1556,03/01/15 04:00:00 AM,26.585,0.0,,,,,
1557,03/01/15 06:00:00 AM,26.488,0.0,,,,,
1558,03/01/15 08:00:00 AM,26.488,64.6,,,,,
1559,03/01/15 10:00:00 AM,26.781,366.0,,,,,
1560,03/01/15 12:00:00 PM,27.862,10.8,,,,,
1561,03/01/15 02:00:00 PM,28.555,129.2,,,,,
1562,03/01/15 04:00:00 PM,28.655,269.1,,,,,
1563,03/01/15 06:00:00 PM,28.555,43.1,,,,,
1564,03/01/15 08:00:00 PM,28.258,0.0,,,,,
1565,03/01/15 10:00:00 PM,28.258,0.0,,,,,
1566,03/02/15 12:00:00 AM,27.862,0.0,,,,,
1567,03/02/15 02:00:00 AM,27.272,0.0,,,,,
1568,03/02/15 04:00:00 AM,27.370,0.0,,,,,
1569,03/02/15 06:00:00 AM,27.272,0.0,,,,,
1570,03/02/15 08:00:00 AM,27.173,0.0,,,,,
1571,03/02/15 10:00:00 AM,27.370,538.2,,,,,
1572,03/02/15 12:00:00 PM,29.053,4305.6,,,,,
1573,03/02/15 02:00:00 PM,29.152,871.9,,,,,
