"Título de trazado: 2271278"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 2271278, SEN S/N: 2271278)","Intensidad, lux (LGR S/N: 2271278, SEN S/N: 2271278)","Batería mala (LGR S/N: 2271278)","Acoplador adjunto (LGR S/N: 2271278)","Host conectado (LGR S/N: 2271278)","Parado (LGR S/N: 2271278)","Final de archivo (LGR S/N: 2271278)"
2015,04/08/15 10:00:00 AM,28.953,63378.2,,,,,
2016,04/08/15 12:00:00 PM,31.880,10677.8,,,,,
2017,04/08/15 02:00:00 PM,32.600,37200.2,,,,,
2018,04/08/15 04:00:00 PM,31.166,1808.3,,,,,
2019,04/08/15 06:00:00 PM,30.760,1550.0,,,,,
2020,04/08/15 08:00:00 PM,30.457,0.0,,,,,
2021,04/08/15 10:00:00 PM,30.558,0.0,,,,,
2022,04/09/15 12:00:00 AM,29.752,0.0,,,,,
2023,04/09/15 02:00:00 AM,29.252,0.0,,,,,
2024,04/09/15 04:00:00 AM,28.853,0.0,,,,,
2025,04/09/15 06:00:00 AM,29.152,0.0,,,,,
2026,04/09/15 08:00:00 AM,28.754,0.0,,,,,
2027,04/09/15 10:00:00 AM,29.152,387.5,,,,,
2028,04/09/15 12:00:00 PM,32.291,79911.6,,,,,
2029,04/09/15 02:00:00 PM,33.430,34444.7,,,,,
2030,04/09/15 04:00:00 PM,31.370,2325.0,,,,,
2031,04/09/15 06:00:00 PM,30.963,1345.5,,,,,
2032,04/09/15 08:00:00 PM,30.963,0.0,,,,,
2033,04/09/15 10:00:00 PM,30.457,0.0,,,,,
2034,04/10/15 12:00:00 AM,30.154,0.0,,,,,
2035,04/10/15 02:00:00 AM,29.352,0.0,,,,,
2036,04/10/15 04:00:00 AM,28.853,0.0,,,,,
2037,04/10/15 06:00:00 AM,28.754,0.0,,,,,
2038,04/10/15 08:00:00 AM,28.456,2411.1,,,,,
2039,04/10/15 10:00:00 AM,29.152,3444.5,,,,,
2040,04/10/15 12:00:00 PM,31.268,4133.4,,,,,
2041,04/10/15 02:00:00 PM,32.394,7577.8,,,,,
2042,04/10/15 04:00:00 PM,31.880,3444.5,,,,,
2043,04/10/15 06:00:00 PM,31.778,2497.2,,,,,
2044,04/10/15 08:00:00 PM,31.778,0.0,,,,,
2045,04/10/15 10:00:00 PM,30.659,0.0,,,,,
2046,04/11/15 12:00:00 AM,30.054,0.0,,,,,
2047,04/11/15 02:00:00 AM,29.552,0.0,,,,,
2048,04/11/15 04:00:00 AM,29.252,0.0,,,,,
2049,04/11/15 06:00:00 AM,29.053,0.0,,,,,
2050,04/11/15 08:00:00 AM,28.655,2583.4,,,,,
2051,04/11/15 10:00:00 AM,30.963,60622.6,,,,,
2052,04/11/15 12:00:00 PM,33.743,52355.9,,,,,
2053,04/11/15 02:00:00 PM,34.585,26178.0,,,,,
2054,04/11/15 04:00:00 PM,32.086,688.9,,,,,
2055,04/11/15 06:00:00 PM,31.880,43.1,,,,,
2056,04/11/15 08:00:00 PM,31.472,0.0,,,,,
2057,04/11/15 10:00:00 PM,30.862,0.0,,,,,
2058,04/12/15 12:00:00 AM,30.457,0.0,,,,,
2059,04/12/15 02:00:00 AM,30.054,0.0,,,,,
2060,04/12/15 04:00:00 AM,29.652,0.0,,,,,
2061,04/12/15 06:00:00 AM,29.652,0.0,,,,,
2062,04/12/15 08:00:00 AM,29.652,1636.1,,,,,
2063,04/12/15 10:00:00 AM,30.255,516.7,,,,,
2064,04/12/15 12:00:00 PM,32.394,5166.7,,,,,
2065,04/12/15 02:00:00 PM,33.639,7233.4,,,,,
2066,04/12/15 04:00:00 PM,32.497,592.0,,,,,
2067,04/12/15 06:00:00 PM,32.497,107.6,,,,,
2068,04/12/15 08:00:00 PM,32.086,0.0,,,,,
2069,04/12/15 10:00:00 PM,31.472,0.0,,,,,
2070,04/13/15 12:00:00 AM,30.862,0.0,,,,,
2071,04/13/15 02:00:00 AM,30.558,0.0,,,,,
2072,04/13/15 04:00:00 AM,30.054,0.0,,,,,
2073,04/13/15 06:00:00 AM,29.352,0.0,,,,,
2074,04/13/15 08:00:00 AM,28.754,2152.8,,,,,
2075,04/13/15 10:00:00 AM,31.166,74400.5,,,,,
2076,04/13/15 12:00:00 PM,31.778,4822.3,,,,,
2077,04/13/15 02:00:00 PM,33.326,8611.2,,,,,
2078,04/13/15 04:00:00 PM,32.600,10333.4,,,,,
2079,04/13/15 06:00:00 PM,32.291,1550.0,,,,,
2080,04/13/15 08:00:00 PM,31.983,0.0,,,,,
2081,04/13/15 10:00:00 PM,31.778,0.0,,,,,
2082,04/14/15 12:00:00 AM,31.268,0.0,,,,,
2083,04/14/15 02:00:00 AM,30.659,0.0,,,,,
2084,04/14/15 04:00:00 AM,30.457,0.0,,,,,
2085,04/14/15 06:00:00 AM,30.255,0.0,,,,,
2086,04/14/15 08:00:00 AM,29.853,2411.1,,,,,
2087,04/14/15 10:00:00 AM,30.457,5511.1,,,,,
2088,04/14/15 12:00:00 PM,33.743,57867.0,,,,,
2089,04/14/15 02:00:00 PM,36.187,74400.5,,,,,
2090,04/14/15 04:00:00 PM,33.639,3444.5,,,,,
2091,04/14/15 06:00:00 PM,33.430,43.1,,,,,
2092,04/14/15 08:00:00 PM,32.704,0.0,,,,,
2093,04/14/15 10:00:00 PM,32.188,0.0,,,,,
2094,04/15/15 12:00:00 AM,31.880,0.0,,,,,
2095,04/15/15 02:00:00 AM,30.862,0.0,,,,,
2096,04/15/15 04:00:00 AM,30.255,0.0,,,,,
2097,04/15/15 06:00:00 AM,29.652,0.0,,,,,
2098,04/15/15 08:00:00 AM,29.552,2238.9,,,,,
2099,04/15/15 10:00:00 AM,30.054,4994.5,,,,,
2100,04/15/15 12:00:00 PM,31.778,10333.4,,,,,
2101,04/15/15 02:00:00 PM,32.497,2755.6,,,,,
2102,04/15/15 04:00:00 PM,32.497,4822.3,,,,,
2103,04/15/15 06:00:00 PM,32.497,107.6,,,,,
2104,04/15/15 08:00:00 PM,31.778,0.0,,,,,
2105,04/15/15 10:00:00 PM,31.472,0.0,,,,,
2106,04/16/15 12:00:00 AM,31.064,0.0,,,,,
2107,04/16/15 02:00:00 AM,30.558,0.0,,,,,
2108,04/16/15 04:00:00 AM,30.457,0.0,,,,,
2109,04/16/15 06:00:00 AM,30.054,0.0,,,,,
2110,04/16/15 08:00:00 AM,29.853,0.0,,,,,
2111,04/16/15 10:00:00 AM,30.154,21.5,,,,,
2112,04/16/15 12:00:00 PM,31.676,53.8,,,,,
2113,04/16/15 02:00:00 PM,32.807,527.4,,,,,
2114,04/16/15 04:00:00 PM,29.252,12400.1,,,,,
2115,04/16/15 06:00:00 PM,29.953,2755.6,,,,,
2116,04/16/15 08:00:00 PM,29.252,0.0,,,,,
2117,04/16/15 10:00:00 PM,28.060,0.0,,,,,
2118,04/17/15 12:00:00 AM,27.468,0.0,,,,,
2119,04/17/15 02:00:00 AM,27.173,0.0,,,,,
2120,04/17/15 04:00:00 AM,26.683,0.0,,,,,
2121,04/17/15 06:00:00 AM,26.097,0.0,,,,,
2122,04/17/15 08:00:00 AM,25.708,1894.5,,,,,
2123,04/17/15 10:00:00 AM,27.862,17222.3,,,,,
2124,04/17/15 12:00:00 PM,34.058,49600.3,,,,,
2125,04/17/15 02:00:00 PM,36.620,21355.7,,,,,
2126,04/17/15 04:00:00 PM,34.585,3444.5,,,,,
2127,04/17/15 06:00:00 PM,32.911,1377.8,,,,,
2128,04/17/15 08:00:00 PM,31.268,0.0,,,,,
2129,04/17/15 10:00:00 PM,29.853,0.0,,,,,
2130,04/18/15 12:00:00 AM,28.357,0.0,,,,,
2131,04/18/15 02:00:00 AM,27.468,0.0,,,,,
2132,04/18/15 04:00:00 AM,26.977,0.0,,,,,
2133,04/18/15 06:00:00 AM,26.292,0.0,,,,,
2134,04/18/15 08:00:00 AM,26.097,64.6,,,,,
2135,04/18/15 10:00:00 AM,29.053,7233.4,,,,,
2136,04/18/15 12:00:00 PM,35.542,66133.8,,,,,
2137,04/18/15 02:00:00 PM,37.165,38578.0,,,,,
2138,04/18/15 04:00:00 PM,35.009,4477.8,,,,,
2139,04/18/15 06:00:00 PM,33.953,1463.9,,,,,
2140,04/18/15 08:00:00 PM,31.880,0.0,,,,,
2141,04/18/15 10:00:00 PM,30.558,0.0,,,,,
2142,04/19/15 12:00:00 AM,29.152,0.0,,,,,
2143,04/19/15 02:00:00 AM,28.060,0.0,,,,,
2144,04/19/15 04:00:00 AM,27.468,0.0,,,,,
2145,04/19/15 06:00:00 AM,27.173,0.0,,,,,
2146,04/19/15 08:00:00 AM,26.977,2238.9,,,,,
2147,04/19/15 10:00:00 AM,29.652,8266.7,,,,,
2148,04/19/15 12:00:00 PM,34.163,7233.4,,,,,
2149,04/19/15 02:00:00 PM,37.604,22044.6,,,,,
2150,04/19/15 04:00:00 PM,35.435,3788.9,,,,,
2151,04/19/15 06:00:00 PM,33.326,1550.0,,,,,
2152,04/19/15 08:00:00 PM,31.166,0.0,,,,,
2153,04/19/15 10:00:00 PM,29.053,0.0,,,,,
2154,04/20/15 12:00:00 AM,28.060,0.0,,,,,
2155,04/20/15 02:00:00 AM,27.370,0.0,,,,,
2156,04/20/15 04:00:00 AM,27.173,0.0,,,,,
2157,04/20/15 06:00:00 AM,26.683,0.0,,,,,
2158,04/20/15 08:00:00 AM,26.195,1636.1,,,,,
2159,04/20/15 10:00:00 AM,29.552,516.7,,,,,
2160,04/20/15 12:00:00 PM,36.079,66133.8,,,,,
2161,04/20/15 02:00:00 PM,38.046,31689.1,,,,,
2162,04/20/15 04:00:00 PM,35.864,7577.8,,,,,
2163,04/20/15 06:00:00 PM,32.291,1011.8,,,,,
2164,04/20/15 08:00:00 PM,30.054,0.0,,,,,
2165,04/20/15 10:00:00 PM,28.754,0.0,,,,,
2166,04/21/15 12:00:00 AM,28.258,0.0,,,,,
2167,04/21/15 02:00:00 AM,27.862,0.0,,,,,
2168,04/21/15 04:00:00 AM,27.665,0.0,,,,,
2169,04/21/15 06:00:00 AM,27.075,0.0,,,,,
2170,04/21/15 08:00:00 AM,26.488,1463.9,,,,,
2171,04/21/15 10:00:00 AM,28.953,9300.1,,,,,
2172,04/21/15 12:00:00 PM,32.188,12400.1,,,,,
2173,04/21/15 02:00:00 PM,32.497,7577.8,,,,,
2174,04/21/15 04:00:00 PM,33.222,6200.0,,,,,
2175,04/21/15 06:00:00 PM,32.291,1980.6,,,,,
2176,04/21/15 08:00:00 PM,29.953,0.0,,,,,
2177,04/21/15 10:00:00 PM,28.456,0.0,,,,,
2178,04/22/15 12:00:00 AM,27.665,0.0,,,,,
2179,04/22/15 02:00:00 AM,27.370,0.0,,,,,
2180,04/22/15 04:00:00 AM,27.272,0.0,,,,,
2181,04/22/15 06:00:00 AM,27.272,0.0,,,,,
2182,04/22/15 08:00:00 AM,26.977,1377.8,,,,,
2183,04/22/15 10:00:00 AM,29.252,4650.0,,,,,
2184,04/22/15 12:00:00 PM,34.796,11022.3,,,,,
2185,04/22/15 02:00:00 PM,31.983,17222.3,,,,,
2186,04/22/15 04:00:00 PM,32.497,2755.6,,,,,
2187,04/22/15 06:00:00 PM,32.394,226.0,,,,,
2188,04/22/15 08:00:00 PM,30.659,0.0,,,,,
2189,04/22/15 10:00:00 PM,28.853,0.0,,,,,
2190,04/23/15 12:00:00 AM,27.862,0.0,,,,,
2191,04/23/15 02:00:00 AM,27.272,0.0,,,,,
2192,04/23/15 04:00:00 AM,26.879,0.0,,,,,
2193,04/23/15 06:00:00 AM,26.683,0.0,,,,,
2194,04/23/15 08:00:00 AM,26.488,107.6,,,,,
2195,04/23/15 10:00:00 AM,28.853,6200.0,,,,,
2196,04/23/15 12:00:00 PM,33.639,8611.2,,,,,
2197,04/23/15 02:00:00 PM,33.430,28933.5,,,,,
2198,04/23/15 04:00:00 PM,33.743,13089.0,,,,,
2199,04/23/15 06:00:00 PM,33.118,2152.8,,,,,
2200,04/23/15 08:00:00 PM,30.963,0.0,,,,,
2201,04/23/15 10:00:00 PM,29.252,0.0,,,,,
2202,04/24/15 12:00:00 AM,28.060,0.0,,,,,
2203,04/24/15 02:00:00 AM,27.862,0.0,,,,,
2204,04/24/15 04:00:00 AM,27.272,0.0,,,,,
2205,04/24/15 06:00:00 AM,26.683,0.0,,,,,
2206,04/24/15 08:00:00 AM,26.683,2411.1,,,,,
2207,04/24/15 10:00:00 AM,28.357,2066.7,,,,,
2208,04/24/15 12:00:00 PM,34.374,52355.9,,,,,
2209,04/24/15 02:00:00 PM,36.837,9644.5,,,,,
2210,04/24/15 04:00:00 PM,35.328,6200.0,,,,,
2211,04/24/15 06:00:00 PM,33.118,538.2,,,,,
2212,04/24/15 08:00:00 PM,31.574,0.0,,,,,
2213,04/24/15 10:00:00 PM,30.457,0.0,,,,,
2214,04/25/15 12:00:00 AM,29.352,0.0,,,,,
2215,04/25/15 02:00:00 AM,28.060,0.0,,,,,
2216,04/25/15 04:00:00 AM,27.075,0.0,,,,,
2217,04/25/15 06:00:00 AM,26.585,0.0,,,,,
2218,04/25/15 08:00:00 AM,26.488,1808.3,,,,,
2219,04/25/15 10:00:00 AM,29.352,6544.5,,,,,
2220,04/25/15 12:00:00 PM,34.796,990.3,,,,,
2221,04/25/15 02:00:00 PM,36.946,18600.1,,,,,
2222,04/25/15 04:00:00 PM,35.649,6544.5,,,,,
2223,04/25/15 06:00:00 PM,33.848,1270.1,,,,,
2224,04/25/15 08:00:00 PM,32.394,0.0,,,,,
2225,04/25/15 10:00:00 PM,30.862,0.0,,,,,
2226,04/26/15 12:00:00 AM,29.652,0.0,,,,,
2227,04/26/15 02:00:00 AM,28.853,0.0,,,,,
2228,04/26/15 04:00:00 AM,28.357,0.0,,,,,
2229,04/26/15 06:00:00 AM,27.272,0.0,,,,,
2230,04/26/15 08:00:00 AM,26.683,0.0,,,,,
2231,04/26/15 10:00:00 AM,29.552,20666.8,,,,,
2232,04/26/15 12:00:00 PM,35.649,44089.2,,,,,
2233,04/26/15 02:00:00 PM,37.604,1722.2,,,,,
2234,04/26/15 04:00:00 PM,35.971,8266.7,,,,,
2235,04/26/15 06:00:00 PM,34.163,1130.2,,,,,
2236,04/26/15 08:00:00 PM,32.497,0.0,,,,,
2237,04/26/15 10:00:00 PM,30.963,0.0,,,,,
2238,04/27/15 12:00:00 AM,29.452,0.0,,,,,
2239,04/27/15 02:00:00 AM,28.456,0.0,,,,,
2240,04/27/15 04:00:00 AM,27.468,0.0,,,,,
2241,04/27/15 06:00:00 AM,26.781,0.0,,,,,
2242,04/27/15 08:00:00 AM,26.488,1076.4,,,,,
2243,04/27/15 10:00:00 AM,29.953,2497.2,,,,,
2244,04/27/15 12:00:00 PM,36.511,41333.6,,,,,
2245,04/27/15 02:00:00 PM,39.163,6544.5,,,,,
2246,04/27/15 04:00:00 PM,37.604,14466.8,,,,,
2247,04/27/15 06:00:00 PM,35.435,990.3,,,,,
2248,04/27/15 08:00:00 PM,32.807,0.0,,,,,
2249,04/27/15 10:00:00 PM,30.457,0.0,,,,,
2250,04/28/15 12:00:00 AM,28.853,0.0,,,,,
2251,04/28/15 02:00:00 AM,27.862,0.0,,,,,
2252,04/28/15 04:00:00 AM,26.879,0.0,,,,,
2253,04/28/15 06:00:00 AM,26.097,0.0,,,,,
2254,04/28/15 08:00:00 AM,25.902,118.4,,,,,
2255,04/28/15 10:00:00 AM,29.953,16533.4,,,,,
2256,04/28/15 12:00:00 PM,35.542,41333.6,,,,,
2257,04/28/15 02:00:00 PM,35.222,8266.7,,,,,
2258,04/28/15 04:00:00 PM,33.326,4477.8,,,,,
2259,04/28/15 06:00:00 PM,30.558,2669.5,,,,,
2260,04/28/15 08:00:00 PM,28.853,0.0,,,,,
2261,04/28/15 10:00:00 PM,28.060,0.0,,,,,
2262,04/29/15 12:00:00 AM,27.862,0.0,,,,,
2263,04/29/15 02:00:00 AM,27.468,0.0,,,,,
2264,04/29/15 04:00:00 AM,26.781,0.0,,,,,
2265,04/29/15 06:00:00 AM,25.902,0.0,,,,,
2266,04/29/15 08:00:00 AM,25.902,1980.6,,,,,
2267,04/29/15 10:00:00 AM,27.075,64.6,,,,,
2268,04/29/15 12:00:00 PM,24.931,409.0,,,,,
2269,04/29/15 02:00:00 PM,25.610,0.0,,,,,
2270,04/29/15 04:00:00 PM,24.931,807.3,,,,,
2271,04/29/15 06:00:00 PM,24.351,0.0,,,,,
2272,04/29/15 08:00:00 PM,23.677,0.0,,,,,
2273,04/29/15 10:00:00 PM,23.292,0.0,,,,,
2274,04/30/15 12:00:00 AM,23.004,0.0,,,,,
2275,04/30/15 02:00:00 AM,22.812,0.0,,,,,
2276,04/30/15 04:00:00 AM,22.429,0.0,,,,,
2277,04/30/15 06:00:00 AM,22.238,0.0,,,,,
2278,04/30/15 08:00:00 AM,22.142,398.3,,,,,
2279,04/30/15 10:00:00 AM,22.621,947.2,,,,,
2280,04/30/15 12:00:00 PM,22.908,150.7,,,,,
2281,04/30/15 02:00:00 PM,23.388,96.9,,,,,
2282,04/30/15 04:00:00 PM,24.351,236.8,,,,,
2283,04/30/15 06:00:00 PM,24.448,107.6,,,,,
2284,04/30/15 08:00:00 PM,23.966,0.0,,,,,
2285,04/30/15 10:00:00 PM,23.677,0.0,,,,,
2286,05/01/15 12:00:00 AM,23.388,0.0,,,,,
2287,05/01/15 02:00:00 AM,23.292,0.0,,,,,
2288,05/01/15 04:00:00 AM,23.004,0.0,,,,,
2289,05/01/15 06:00:00 AM,22.812,0.0,,,,,
2290,05/01/15 08:00:00 AM,22.717,904.2,,,,,
2291,05/01/15 10:00:00 AM,23.484,2755.6,,,,,
2292,05/01/15 12:00:00 PM,24.835,4133.4,,,,,
2293,05/01/15 02:00:00 PM,27.567,7233.4,,,,,
2294,05/01/15 04:00:00 PM,28.357,4133.4,,,,,
2295,05/01/15 06:00:00 PM,26.879,1334.7,,,,,
2296,05/01/15 08:00:00 PM,25.125,0.0,,,,,
2297,05/01/15 10:00:00 PM,24.351,0.0,,,,,
2298,05/02/15 12:00:00 AM,24.158,0.0,,,,,
2299,05/02/15 02:00:00 AM,23.869,0.0,,,,,
2300,05/02/15 04:00:00 AM,23.773,0.0,,,,,
2301,05/02/15 06:00:00 AM,23.677,0.0,,,,,
2302,05/02/15 08:00:00 AM,23.773,0.0,,,,,
2303,05/02/15 10:00:00 AM,25.416,4305.6,,,,,
2304,05/02/15 12:00:00 PM,26.292,96.9,,,,,
2305,05/02/15 02:00:00 PM,27.665,6200.0,,,,,
2306,05/02/15 04:00:00 PM,27.468,21.5,,,,,
2307,05/02/15 06:00:00 PM,26.488,1894.5,,,,,
2308,05/02/15 08:00:00 PM,25.708,0.0,,,,,
2309,05/02/15 10:00:00 PM,25.125,0.0,,,,,
2310,05/03/15 12:00:00 AM,24.545,0.0,,,,,
2311,05/03/15 02:00:00 AM,24.158,0.0,,,,,
2312,05/03/15 04:00:00 AM,23.484,0.0,,,,,
2313,05/03/15 06:00:00 AM,23.004,0.0,,,,,
2314,05/03/15 08:00:00 AM,23.004,21.5,,,,,
2315,05/03/15 10:00:00 AM,26.292,215.3,,,,,
2316,05/03/15 12:00:00 PM,31.064,430.6,,,,,
2317,05/03/15 02:00:00 PM,33.743,150.7,,,,,
2318,05/03/15 04:00:00 PM,32.497,0.0,,,,,
2319,05/03/15 06:00:00 PM,30.862,0.0,,,,,
2320,05/03/15 08:00:00 PM,28.754,0.0,,,,,
2321,05/03/15 10:00:00 PM,27.075,0.0,,,,,
2322,05/04/15 12:00:00 AM,26.000,0.0,,,,,
2323,05/04/15 02:00:00 AM,25.319,0.0,,,,,
2324,05/04/15 04:00:00 AM,24.931,0.0,,,,,
2325,05/04/15 06:00:00 AM,24.448,0.0,,,,,
2326,05/04/15 08:00:00 AM,24.255,0.0,,,,,
2327,05/04/15 10:00:00 AM,26.879,0.0,,,,,
2328,05/04/15 12:00:00 PM,30.862,645.8,,,,,
2329,05/04/15 02:00:00 PM,31.983,139.9,,,,,
2330,05/04/15 04:00:00 PM,32.188,2497.2,,,,,
2331,05/04/15 06:00:00 PM,31.064,624.3,,,,,
2332,05/04/15 08:00:00 PM,29.053,0.0,,,,,
2333,05/04/15 10:00:00 PM,27.173,0.0,,,,,
2334,05/05/15 12:00:00 AM,26.292,0.0,,,,,
2335,05/05/15 02:00:00 AM,25.610,0.0,,,,,
2336,05/05/15 04:00:00 AM,24.931,0.0,,,,,
2337,05/05/15 06:00:00 AM,24.545,0.0,,,,,
2338,05/05/15 08:00:00 AM,24.448,86.1,,,,,
2339,05/05/15 10:00:00 AM,26.488,4133.4,,,,,
2340,05/05/15 12:00:00 PM,31.574,6200.0,,,,,
2341,05/05/15 02:00:00 PM,34.903,1550.0,,,,,
2342,05/05/15 04:00:00 PM,33.953,22044.6,,,,,
2343,05/05/15 06:00:00 PM,31.676,0.0,,,,,
2344,05/05/15 08:00:00 PM,29.252,0.0,,,,,
2345,05/05/15 10:00:00 PM,28.357,0.0,,,,,
2346,05/06/15 12:00:00 AM,27.665,0.0,,,,,
2347,05/06/15 02:00:00 AM,27.173,0.0,,,,,
2348,05/06/15 04:00:00 AM,26.977,0.0,,,,,
2349,05/06/15 06:00:00 AM,26.488,0.0,,,,,
2350,05/06/15 08:00:00 AM,26.292,0.0,,,,,
2351,05/06/15 10:00:00 AM,27.468,43.1,,,,,
2352,05/06/15 12:00:00 PM,30.356,269.1,,,,,
2353,05/06/15 02:00:00 PM,33.535,18600.1,,,,,
2354,05/06/15 04:00:00 PM,33.535,10333.4,,,,,
2355,05/06/15 06:00:00 PM,31.064,0.0,,,,,
2356,05/06/15 08:00:00 PM,29.953,0.0,,,,,
2357,05/06/15 10:00:00 PM,29.053,0.0,,,,,
2358,05/07/15 12:00:00 AM,28.258,0.0,,,,,
2359,05/07/15 02:00:00 AM,27.468,0.0,,,,,
2360,05/07/15 04:00:00 AM,26.879,0.0,,,,,
2361,05/07/15 06:00:00 AM,26.097,0.0,,,,,
2362,05/07/15 08:00:00 AM,25.319,1894.5,,,,,
2363,05/07/15 10:00:00 AM,28.258,20666.8,,,,,
2364,05/07/15 12:00:00 PM,32.086,12400.1,,,,,
2365,05/07/15 02:00:00 PM,34.585,0.0,,,,,
2366,05/07/15 04:00:00 PM,33.326,2152.8,,,,,
2367,05/07/15 06:00:00 PM,32.291,775.0,,,,,
2368,05/07/15 08:00:00 PM,30.457,0.0,,,,,
2369,05/07/15 10:00:00 PM,29.053,0.0,,,,,
2370,05/08/15 12:00:00 AM,28.159,0.0,,,,,
2371,05/08/15 02:00:00 AM,27.272,0.0,,,,,
2372,05/08/15 04:00:00 AM,26.683,0.0,,,,,
2373,05/08/15 06:00:00 AM,26.000,0.0,,,,,
2374,05/08/15 08:00:00 AM,25.902,2497.2,,,,,
2375,05/08/15 10:00:00 AM,28.258,3616.7,,,,,
2376,05/08/15 12:00:00 PM,31.778,4994.5,,,,,
2377,05/08/15 02:00:00 PM,34.691,19289.0,,,,,
2378,05/08/15 04:00:00 PM,34.163,10677.8,,,,,
2379,05/08/15 06:00:00 PM,32.291,0.0,,,,,
2380,05/08/15 08:00:00 PM,30.862,0.0,,,,,
2381,05/08/15 10:00:00 PM,29.252,0.0,,,,,
2382,05/09/15 12:00:00 AM,28.060,0.0,,,,,
2383,05/09/15 02:00:00 AM,27.468,0.0,,,,,
2384,05/09/15 04:00:00 AM,26.977,0.0,,,,,
2385,05/09/15 06:00:00 AM,26.390,0.0,,,,,
2386,05/09/15 08:00:00 AM,26.097,0.0,,,,,
2387,05/09/15 10:00:00 AM,28.953,172.2,,,,,
2388,05/09/15 12:00:00 PM,33.743,33066.9,,,,,
2389,05/09/15 02:00:00 PM,34.163,5166.7,,,,,
2390,05/09/15 04:00:00 PM,34.163,3788.9,,,,,
2391,05/09/15 06:00:00 PM,32.086,914.9,,,,,
2392,05/09/15 08:00:00 PM,30.862,0.0,,,,,
2393,05/09/15 10:00:00 PM,29.452,0.0,,,,,
2394,05/10/15 12:00:00 AM,28.258,0.0,,,,,
2395,05/10/15 02:00:00 AM,27.173,0.0,,,,,
2396,05/10/15 04:00:00 AM,26.488,0.0,,,,,
2397,05/10/15 06:00:00 AM,26.000,0.0,,,,,
2398,05/10/15 08:00:00 AM,25.805,215.3,,,,,
2399,05/10/15 10:00:00 AM,28.060,3788.9,,,,,
2400,05/10/15 12:00:00 PM,32.086,5166.7,,,,,
2401,05/10/15 02:00:00 PM,33.953,11022.3,,,,,
2402,05/10/15 04:00:00 PM,34.585,9300.1,,,,,
2403,05/10/15 06:00:00 PM,32.497,1980.6,,,,,
2404,05/10/15 08:00:00 PM,30.862,0.0,,,,,
2405,05/10/15 10:00:00 PM,29.652,0.0,,,,,
2406,05/11/15 12:00:00 AM,28.754,0.0,,,,,
2407,05/11/15 02:00:00 AM,27.272,0.0,,,,,
2408,05/11/15 04:00:00 AM,26.488,0.0,,,,,
2409,05/11/15 06:00:00 AM,25.805,0.0,,,,,
2410,05/11/15 08:00:00 AM,25.902,129.2,,,,,
2411,05/11/15 10:00:00 AM,28.258,19289.0,,,,,
2412,05/11/15 12:00:00 PM,31.983,2238.9,,,,,
2413,05/11/15 02:00:00 PM,33.953,8266.7,,,,,
2414,05/11/15 04:00:00 PM,35.222,1141.0,,,,,
2415,05/11/15 06:00:00 PM,32.704,6200.0,,,,,
2416,05/11/15 08:00:00 PM,31.166,0.0,,,,,
2417,05/11/15 10:00:00 PM,30.154,0.0,,,,,
2418,05/12/15 12:00:00 AM,28.754,0.0,,,,,
2419,05/12/15 02:00:00 AM,26.879,0.0,,,,,
2420,05/12/15 04:00:00 AM,25.805,0.0,,,,,
2421,05/12/15 06:00:00 AM,25.222,0.0,,,,,
2422,05/12/15 08:00:00 AM,25.222,1377.8,,,,,
2423,05/12/15 10:00:00 AM,27.764,4477.8,,,,,
2424,05/12/15 12:00:00 PM,30.862,624.3,,,,,
2425,05/12/15 02:00:00 PM,32.704,688.9,,,,,
2426,05/12/15 04:00:00 PM,32.497,4822.3,,,,,
2427,05/12/15 06:00:00 PM,31.472,355.2,,,,,
2428,05/12/15 08:00:00 PM,30.154,0.0,,,,,
2429,05/12/15 10:00:00 PM,28.060,0.0,,,,,
2430,05/13/15 12:00:00 AM,27.370,0.0,,,,,
2431,05/13/15 02:00:00 AM,26.390,0.0,,,,,
2432,05/13/15 04:00:00 AM,25.708,0.0,,,,,
2433,05/13/15 06:00:00 AM,25.222,0.0,,,,,
2434,05/13/15 08:00:00 AM,24.931,1808.3,,,,,
2435,05/13/15 10:00:00 AM,27.567,28933.5,,,,,
2436,05/13/15 12:00:00 PM,30.659,4650.0,,,,,
2437,05/13/15 02:00:00 PM,31.983,10333.4,,,,,
2438,05/13/15 04:00:00 PM,31.983,3444.5,,,,,
2439,05/13/15 06:00:00 PM,31.268,818.1,,,,,
2440,05/13/15 08:00:00 PM,29.652,0.0,,,,,
2441,05/13/15 10:00:00 PM,28.655,0.0,,,,,
2442,05/14/15 12:00:00 AM,28.060,0.0,,,,,
2443,05/14/15 02:00:00 AM,27.468,0.0,,,,,
2444,05/14/15 04:00:00 AM,26.879,0.0,,,,,
2445,05/14/15 06:00:00 AM,26.488,0.0,,,,,
2446,05/14/15 08:00:00 AM,26.195,1980.6,,,,,
2447,05/14/15 10:00:00 AM,28.456,37200.2,,,,,
2448,05/14/15 12:00:00 PM,30.862,26178.0,,,,,
2449,05/14/15 02:00:00 PM,31.574,6544.5,,,,,
2450,05/14/15 04:00:00 PM,32.086,4133.4,,,,,
2451,05/14/15 06:00:00 PM,31.778,5511.1,,,,,
2452,05/14/15 08:00:00 PM,30.862,0.0,,,,,
2453,05/14/15 10:00:00 PM,29.452,0.0,,,,,
2454,05/15/15 12:00:00 AM,28.456,0.0,,,,,
